mx_host,asn,asn_name,domain_count
_dc-mx.f1253c53bdf9.martmerc.com,46475,"LIMESTONENETWORKS, US",1
mail.martyroml.ru,12586,"ASGHOSTNET, DE",1
mail.marywesley.com,46606,"UNIFIEDLAYER-AS-1, US",1
mail.masculmail.ru,12586,"ASGHOSTNET, DE",1
mashorts.com,47583,"AS-HOSTINGER, CY",1
mail.mashy.com,24940,"HETZNER-AS, DE",1
marvinlee.net,30475,"WEHOSTWEBSITES-COM, US",1
marvinlee.com,30475,"WEHOSTWEBSITES-COM, US",1
mx1.mashed.site,200107,"KL-EXT, CH",1
mail0.maskmail.net,16509,"AMAZON-02, US",1
mail.massazhistki-50.com,29182,"RU-JSCIOT, RU",1
mail.massazhistki-na-dom.com,29182,"RU-JSCIOT, RU",1
mail.massageplanner.com,201682,"LIQUID-WEB-BV, US",1
mail.massazhistki-40.com,29182,"RU-JSCIOT, RU",1
masterdomino88.club,20068,"HAWKHOST, CA",1
mail.master-crm.ru,35278,"SPRINTHOST, RU",1
masterdomino88.net,22612,"NAMECHEAP-NET, US",1
mx2.mail.corp.masterhost.ru,25532,"MASTERHOST-AS Moscow, Russia, RU",1
mx.mastplants.com.cust.b.hostedemail.com,32491,"TUCOWS-3, CA",1
mail.mastigophml.com,12586,"ASGHOSTNET, DE",1
mail.mastopamail.ru,12586,"ASGHOSTNET, DE",1
mail.matamail.com,214996,"NETCUP, DE",1
masterpokerqq.net,22612,"NAMECHEAP-NET, US",1
mx.mataa.me,34119,"WILDCARD-AS Wildcard UK Limited, GB",1
mx1.masterhost.site,200107,"KL-EXT, CH",1
mail.matanmail.com,12586,"ASGHOSTNET, DE",1
mail.matemails.ru,12586,"ASGHOSTNET, DE",1
mail.materimail.ru,12586,"ASGHOSTNET, DE",1
mail.materml.ru,12586,"ASGHOSTNET, DE",1
mail.materfmk.com,12586,"ASGHOSTNET, DE",1
mail.materifl.com,12586,"ASGHOSTNET, DE",1
spf0.materael.com,14061,"DIGITALOCEAN-ASN, US",1
mail.materifmail.ru,12586,"ASGHOSTNET, DE",1
mail.materics.ru,12586,"ASGHOSTNET, DE",1
mail.matmail.ru,12586,"ASGHOSTNET, DE",1
mail.maulmail.com,12586,"ASGHOSTNET, DE",1
matydezynfekcyjne.com.pl,15967,"NETARTGROUP, PL",1
mail.mauritfmail.com,12586,"ASGHOSTNET, DE",1
mail.maturmail.com,132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",1
mx.maxbeautyhair.com.cust.b.hostedemail.com,32491,"TUCOWS-3, CA",1
mx.maxdispatchconnect.com.cust.a.hostedemail.com,15348,"TUCOWS, CA",1
maxillomamail.com,9123,"TIMEWEB-AS, RU",1
mail.maxrollspins.co,24940,"HETZNER-AS, DE",1
mail.maxric.com,14061,"DIGITALOCEAN-ASN, US",1
mail.maxsad.com,51167,"CONTABO, DE",1
mxwl.us,7018,"ATT-INTERNET4, US",1
maxxedout.net,209,"CENTURYLINK-US-LEGACY-QWEST, US",1
mail.maylx.com,14061,"DIGITALOCEAN-ASN, US",1
mail.marvelfight.cc,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",1
mbejci.com,24940,"HETZNER-AS, DE",1
a214134.mx.mailhop.org,16509,"AMAZON-02, US",1
mcdomaine.fr.nf,16276,"OVH, FR",1
mail.mcguide.cc,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",1
a406698.mx.mailhop.org,16509,"AMAZON-02, US",1
mcc-east.mx.a.cloudfilter.net,14618,"AMAZON-AES, US",1
mail.mdamageqdz.com,47583,"AS-HOSTINGER, CY",1
mx1.hostinger.co,13335,"CLOUDFLARENET, US",1
mail.me.tempo-mail.pro,22612,"NAMECHEAP-NET, US",1
mdo88.com,22612,"NAMECHEAP-NET, US",1
mx.me-angel.net,14061,"DIGITALOCEAN-ASN, US",1
mail.meandu.store,47583,"AS-HOSTINGER, CY",1
mdo88.org,22612,"NAMECHEAP-NET, US",1
meboxmedia.us,14061,"DIGITALOCEAN-ASN, US",1
mebeldomoi.com,20068,"HAWKHOST, CA",1
mail.mechanml.ru,12586,"ASGHOSTNET, DE",1
mail.mechanomails.ru,12586,"ASGHOSTNET, DE",1
mail.mechanomail.ru,12586,"ASGHOSTNET, DE",1
a656183.mx.mailhop.org,16509,"AMAZON-02, US",1
mecs-de.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mail.med-tovary.com,197695,"AS-REG, RU",1
hostmx01.logix.in,4755,"TATACOMM-AS TATA Communications formerly VSNL is Leading ISP, IN",1
mail.mediapulsetech.com,398101,"GO-DADDY-COM-LLC, US",1
mail.mediatml.ru,12586,"ASGHOSTNET, DE",1
mail.meditermails.ru,12586,"ASGHOSTNET, DE",1
mail.mediterr.ru,12586,"ASGHOSTNET, DE",1
mediosmail.com,9123,"TIMEWEB-AS, RU",1
mail.meefff.com,24940,"HETZNER-AS, DE",1
mail.medremservis.ru,49505,"SELECTEL, RU",1
meetupmonkey.com,54113,"FASTLY, US",1
rmw-002.fmcity.com,4766,"KIXS-AS-KR Korea Telecom, KR",1
mail.megacepfmail.ru,12586,"ASGHOSTNET, DE",1
mail.megachiromail.ru,12586,"ASGHOSTNET, DE",1
mail.megakarml.ru,12586,"ASGHOSTNET, DE",1
mail.megalecvegai.ru,12586,"ASGHOSTNET, DE",1
mail.megalocemail.ru,12586,"ASGHOSTNET, DE",1
mx1.megahost.info,200107,"KL-EXT, CH",1
mail.megakarmails.ru,12586,"ASGHOSTNET, DE",1
mail.megalocrsmail.ru,12586,"ASGHOSTNET, DE",1
_dc-mx.d4ef8ce45444.megastorage.xyz,22612,"NAMECHEAP-NET, US",1
mx.megape.in,14061,"DIGITALOCEAN-ASN, US",1
mail.megalomail.ru,12586,"ASGHOSTNET, DE",1
mail.megaposty.com,36352,"AS-COLOCROSSING, US",1
mail.megalosmail.com,12586,"ASGHOSTNET, DE",1
mail.megdalomail.com,12586,"ASGHOSTNET, DE",1
mx1.mega1.gdn,200107,"KL-EXT, CH",1
mail.megathfmail.com,12586,"ASGHOSTNET, DE",1
megoqo.ru,204601,"PODAON, NL",1
dhmx01.emig.gmx.net,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",1
nas.megatel.md,31204,"SUNCOMMUNICATIONS-AS JV Sun Communications Autonomous System, MD",1
mail.melanofiml.ru,12586,"ASGHOSTNET, DE",1
mail.melancholifmail.com,12586,"ASGHOSTNET, DE",1
mail.melbet-ok.ru,58061,"SCALAXY-AS, LV",1
mail.meinspamschutz.de,197540,"NETCUP-AS netcup GmbH, DE",1
melanmail.com,9123,"TIMEWEB-AS, RU",1
mx.melite.shop.cust.b.hostedemail.com,32491,"TUCOWS-3, CA",1
malibuzz.mellieswelding.com,51167,"CONTABO, DE",1
melissachi.com,58061,"SCALAXY-AS, LV",1
_dc-mx.d184a5df35a6.meltp.com,24940,"HETZNER-AS, DE",1
mx0.meltmail.com,54290,"HOSTWINDS, US",1
melatoninsideeffects.org,40021,"CONTABO-40021, US",1
melssa.com,33322,"NDCHOST, US",1
mail.mehrpoy.ir,204213,"NETMIHAN, IR",1
dmarc.memhers.com,14061,"DIGITALOCEAN-ASN, US",1
level3mx.memoryence.com,14061,"DIGITALOCEAN-ASN, US",1
mail.memorifmail.ru,12586,"ASGHOSTNET, DE",1
mail.memorafmk.com,12586,"ASGHOSTNET, DE",1
mail.memorialimy.com,12586,"ASGHOSTNET, DE",1
memorisx.com,24940,"HETZNER-AS, DE",1
mxr.memorimail.com,14061,"DIGITALOCEAN-ASN, US",1
mail.menitao.com,14061,"DIGITALOCEAN-ASN, US",1
mail.meningoencephli.com,12586,"ASGHOSTNET, DE",1
mail.menormail.com,12586,"ASGHOSTNET, DE",1
mail.meningoencmail.com,12586,"ASGHOSTNET, DE",1
_dc-mx.b3e276e73403.mentalnozdravlje.edu.rs,51167,"CONTABO, DE",1
mail.mentomeemail.ru,12586,"ASGHOSTNET, DE",1
mail.mentomeckymail.com,12586,"ASGHOSTNET, DE",1
mail.mepost.pw,14061,"DIGITALOCEAN-ASN, US",1
mx1.menviagraget.com,200107,"KL-EXT, CH",1
mepo.uk,7506,"INTERQ GMO Internet Group, Inc., JP",1
igw18.site4now.net,46844,"SHARKTECH, US",1
mail.mercadodeactivos.com,209341,"WHG-FRA, GB",1
mx.merchstore.store.cust.b.hostedemail.com,32491,"TUCOWS-3, CA",1
mail.mercenmil.ru,12586,"ASGHOSTNET, DE",1
mail.mergecraft.shop,47583,"AS-HOSTINGER, CY",1
6fb66153aa05234083d2f8c710c698.pamx1.hotmail.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mail.meritomail.ru,12586,"ASGHOSTNET, DE",1
mail.merlinlabs.dev,22773,"ASN-CXA-ALL-CCI-22773-RDC, US",1
in.arubabusiness.it,31034,"ARUBA-ASN, IT",1
mesemails.fr.nf,16276,"OVH, FR",1
a242604.mx.mailhop.org,16509,"AMAZON-02, US",1
mail.mesoctomail.com,12586,"ASGHOSTNET, DE",1
mess-mails.fr.nf,16276,"OVH, FR",1
mail.mesopomail.com,12586,"ASGHOSTNET, DE",1
metabox.info,24940,"HETZNER-AS, DE",1
mx01.yoncu.com,208425,"YONCU, CY",1
mail.metabfmail.ru,12586,"ASGHOSTNET, DE",1
mail.metacarpomail.com,12586,"ASGHOSTNET, DE",1
mail.metacinnmail.com,12586,"ASGHOSTNET, DE",1
mail.metallograemail.ru,12586,"ASGHOSTNET, DE",1
mail.metallomail.ru,12586,"ASGHOSTNET, DE",1
mail.metapmofml.ru,12586,"ASGHOSTNET, DE",1
mail.metapsmalu.ru,12586,"ASGHOSTNET, DE",1
metcoat-com.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mail.metallotmail.ru,12586,"ASGHOSTNET, DE",1
mail.metastmail.ru,12586,"ASGHOSTNET, DE",1
mail.metamorphjmail.ru,12586,"ASGHOSTNET, DE",1
mail.metaphtfml.ru,12586,"ASGHOSTNET, DE",1
mail.metamatheic.com,12586,"ASGHOSTNET, DE",1
mail.metathml.com,12586,"ASGHOSTNET, DE",1
mail.meteemail.ru,12586,"ASGHOSTNET, DE",1
mail.meteormail.ru,12586,"ASGHOSTNET, DE",1
mail.meteorfl.com,12586,"ASGHOSTNET, DE",1
methyl.fr.nf,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",1
mail.methanomml.com,12586,"ASGHOSTNET, DE",1
mail.metoposcgmail.ru,12586,"ASGHOSTNET, DE",1
mail.metrificasmail.ru,12586,"ASGHOSTNET, DE",1
metrotix-com.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mx.metamodel.dev,48282,"VDSINA-AS, RU",1
mail.methylamail.com,12586,"ASGHOSTNET, DE",1
mail.metropoliolml.ru,12586,"ASGHOSTNET, DE",1
mail.metrosalpmail.ru,12586,"ASGHOSTNET, DE",1
mail.metropomail.ru,12586,"ASGHOSTNET, DE",1
mettlesphee.ddnsfree.com,8708,"DIGI-ROMANIA 75 Dr. Staicovici, RO",1
mail.metropolmail.ru,12586,"ASGHOSTNET, DE",1
metroset-net.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mey-com-tr.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mail.mexvat.com,14061,"DIGITALOCEAN-ASN, US",1
mail.mgmcasinoonline.us,209605,"HOSTBALTIC, LT",1
mail.mgmonlinecasino.us,209605,"HOSTBALTIC, LT",1
mail.mhimail.com,132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",1
mail.mexicons.com,29182,"RU-JSCIOT, RU",1
mail.mi-tienda.com.co,40824,"WZ-US-40824, US",1
mftboost.net,136246,"TOMATTOSTL-AS-AP Tomattos Technologies Ltd., BD",1
_dc-mx.ee935d36d179.miadz.com,32475,"SINGLEHOP-LLC, US",1
mx.miaferrari.com.cust.hostedemail.com,15348,"TUCOWS, CA",1
miamirheumatology-com.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
replies.mxb.mailgun.org,396982,"GOOGLE-CLOUD-PLATFORM, US",1
mail.micasafinancial.com,15164,"UPNLLC, US",1
mickaben.biz.st,16276,"OVH, FR",1
mickaben.fr.nf,16276,"OVH, FR",1
micorreotemp.es,23352,"SERVERCENTRAL, US",1
mail.micremails.ru,12586,"ASGHOSTNET, DE",1
mail.microarcmail.ru,12586,"ASGHOSTNET, DE",1
mail.microbemail.ru,12586,"ASGHOSTNET, DE",1
mail.microbacmail.ru,12586,"ASGHOSTNET, DE",1
mail.microchirmail.ru,12586,"ASGHOSTNET, DE",1
mail.microcircumail.ru,12586,"ASGHOSTNET, DE",1
mail.microgametmail.ru,12586,"ASGHOSTNET, DE",1
mail.microdensif.ru,12586,"ASGHOSTNET, DE",1
mickaben.xxl.st,16276,"OVH, FR",1
mail.micrencemail.com,12586,"ASGHOSTNET, DE",1
mail.microminimail.com,40021,"CONTABO-40021, US",1
mail.microgamemail.ru,12586,"ASGHOSTNET, DE",1
mail.microbioloymail.com,12586,"ASGHOSTNET, DE",1
mail.microbimail.ru,12586,"ASGHOSTNET, DE",1
mail.microelectroli.com,12586,"ASGHOSTNET, DE",1
mail.microevolutmail.com,12586,"ASGHOSTNET, DE",1
mail.microinnovation.net,6079,"RCN-AS, US",1
mail.microleprsmail.ru,12586,"ASGHOSTNET, DE",1
mail.microelectrophmy.com,12586,"ASGHOSTNET, DE",1
mail.microevmail.com,12586,"ASGHOSTNET, DE",1
mail.microelectfl.com,12586,"ASGHOSTNET, DE",1
mail.microoemail.ru,12586,"ASGHOSTNET, DE",1
mail.microoremail.ru,12586,"ASGHOSTNET, DE",1
mail.microormails.ru,12586,"ASGHOSTNET, DE",1
mail.microphomail.com,12586,"ASGHOSTNET, DE",1
microsoft-com.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mail.micromanmalu.ru,12586,"ASGHOSTNET, DE",1
mail.micropamail.com,12586,"ASGHOSTNET, DE",1
microminmail.com,9123,"TIMEWEB-AS, RU",1
mail.microseismofkml.ru,12586,"ASGHOSTNET, DE",1
mail.micrommail.com,12586,"ASGHOSTNET, DE",1
midcoastmowerandsaw.com,16509,"AMAZON-02, US",1
mail.microparmail.ru,12586,"ASGHOSTNET, DE",1
mail.microsmail.com,12586,"ASGHOSTNET, DE",1
mail.microspectropmail.com,12586,"ASGHOSTNET, DE",1
mail.microsporfmail.com,12586,"ASGHOSTNET, DE",1
mail.britsys.net,205787,"PUBLICLOUD, BG",1
mail.micrsomali.ru,12586,"ASGHOSTNET, DE",1
mail.midgame.ru,204601,"PODAON, NL",1
mail.mifml.com,12586,"ASGHOSTNET, DE",1
mail2.mih-team.com,31898,"ORACLE-BMC-31898, US",1
w0150a43.kasserver.com,34788,"NMM-AS D - 02742 Friedersdorf Hauptstrasse 68, DE",1
mikrotik.website,22612,"NAMECHEAP-NET, US",1
mx.interia.pl,16138,"INTERIA, PL",1
mail.militarget.com,48635,"CLDIN-NL Your Hosting B.V. part of Your.Online, NL",1
millboard-com.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mail.militarimail.com,12586,"ASGHOSTNET, DE",1
malibuzz.miloandpi.com,51167,"CONTABO, DE",1
mail.millennmail.com,12586,"ASGHOSTNET, DE",1
mail.milliequimale.com,12586,"ASGHOSTNET, DE",1
mail.mihanmail.com,24940,"HETZNER-AS, DE",1
miloras.fr.nf,16276,"OVH, FR",1
mail.mineralimail.ru,12586,"ASGHOSTNET, DE",1
minadentist.com,57497,"FARASOSAMANEHPASARGAD, IR",1
mail.minefieldmail.com,207957,"SERVHOST-AS, GB",1
mail.minerhouse.ru,35278,"SPRINTHOST, RU",1
mail.mini-mail-x.com,24940,"HETZNER-AS, DE",1
mail.ministre.rocks,16276,"OVH, FR",1
mx.minimail.eu.org,24940,"HETZNER-AS, DE",1
smtp1.minutemail.cc,54913,"CLOUDWEBMANAGE-CANADA, US",1
mail.minuteinbox.com,16276,"OVH, FR",1
mail.minuteafter.com,16276,"OVH, FR",1
miracleoilhairelixir.com,22612,"NAMECHEAP-NET, US",1
mail.miracufmk.com,12586,"ASGHOSTNET, DE",1
mail.mirosend.com,47583,"AS-HOSTINGER, CY",1
mirrormate-com.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mail.mirpiknika.ru,210079,"EUROBYTE, RU",1
mail.miranda.pictures,16276,"OVH, FR",1
mail.ct8.pl,24940,"HETZNER-AS, DE",1
mail.misappromail.ru,12586,"ASGHOSTNET, DE",1
mail.misclassimalu.ru,12586,"ASGHOSTNET, DE",1
mail.misclassifmails.ru,12586,"ASGHOSTNET, DE",1
mail.misadventvegai.ru,12586,"ASGHOSTNET, DE",1
mail.miscommunimail.ru,12586,"ASGHOSTNET, DE",1
mail.misclassirsmail.ru,12586,"ASGHOSTNET, DE",1
mail.misidentific.com,12586,"ASGHOSTNET, DE",1
mail.misimaginaumail.com,12586,"ASGHOSTNET, DE",1
mail.misinterprmail.com,12586,"ASGHOSTNET, DE",1
mail.misericmfri.com,12586,"ASGHOSTNET, DE",1
mail.mismails.ru,12586,"ASGHOSTNET, DE",1
mail.mistreatses.ru,12586,"ASGHOSTNET, DE",1
mail.mitmail.ru,12586,"ASGHOSTNET, DE",1
mail.miuiqke.xyz,40021,"CONTABO-40021, US",1
mx.mix-good.com,14061,"DIGITALOCEAN-ASN, US",1
mail.miwacle.com,14061,"DIGITALOCEAN-ASN, US",1
mjepelite-com.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
_dc-mx.f42d607f7f99.mjj.cm,36352,"AS-COLOCROSSING, US",1
mjo-fr.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mx3.onemail.vn,135905,"VNPT-AS-VN VIETNAM POSTS AND TELECOMMUNICATIONS GROUP, VN",1
mx01.muumuu-mail.com,7506,"INTERQ GMO Internet Group, Inc., JP",1
_dc-mx.9d1d438e392a.mkeya.com,24940,"HETZNER-AS, DE",1
mail.mkzaso.com,24940,"HETZNER-AS, DE",1
mail.mlhweb.com,46606,"UNIFIEDLAYER-AS-1, US",1
mail.mlkancelaria.com.pl,50599,"Autonomous System for Dataspace P.S.A., PL",1
mmaily.com,47583,"AS-HOSTINGER, CY",1
mlpsex.com,149020,"WEBHORIZON-AS-AP WebHorizon Internet Services, SG",1
mmciinc.com.1.0001.arsmtp.com,53780,"AS-APPRIVER, US",1
mx1.mmail.trade,200107,"KL-EXT, CH",1
s1.meandmyid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mmkozmetik-com.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mx.mnx-family.com,51167,"CONTABO, DE",1
mail.mnzle.com,19871,"NETWORK-SOLUTIONS-HOSTING, US",1
mail.moba365.cc,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",1
homer.westcall.net,41733,"ZTELECOM-AS, RU",1
mail4.boehringer-ingelheim.com,15404,"COLT Technology Services Group, GB",1
mail.mobilemail365.com,24940,"HETZNER-AS, DE",1
mobi.web.id,58487,"CRI-AS-AP CV. Rumahweb Indonesia, ID",1
mail.moabuild.com,132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",1
mail.mocvn.com,14061,"DIGITALOCEAN-ASN, US",1
p.moddv.com,401696,"COGNETCLOUD, US",1
mail.moderize.com,22612,"NAMECHEAP-NET, US",1
mail.modernfs.pl,41079,"CF-GDA, PL",1
modernmaleclinic-com.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mail19.lh.pl,203417,"LH, PL",1
mail.modifiali.com,12586,"ASGHOSTNET, DE",1
mail.mofpay.com,14061,"DIGITALOCEAN-ASN, US",1
mx1.mohmal.club,24940,"HETZNER-AS, DE",1
mx1.mohmal.in,24940,"HETZNER-AS, DE",1
mail.mogenmail.com,12586,"ASGHOSTNET, DE",1
mx1.mohmal.im,24940,"HETZNER-AS, DE",1
mohmal.tech,48348,"CLOUDBUILDERS, ES",1
_dc-mx.2ea6f614de5c.mojlekarz.edu.pl,51167,"CONTABO, DE",1
mohemil.com,47583,"AS-HOSTINGER, CY",1
mois-com.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mail.mojocreator.com,11320,"LIGHTEDGE-AS-02, US",1
mojzur.com,51852,"PLI-AS, PA",1
mail.moleculfmail.ru,12586,"ASGHOSTNET, DE",1
mail.mojiphone.pl,47544,"IQPL-AS, PL",1
mojok88.net,22612,"NAMECHEAP-NET, US",1
molfettacorp-com.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mohamadkarimian.com,24940,"HETZNER-AS, DE",1
mail.moleemail.ru,12586,"ASGHOSTNET, DE",1
mail.mollifvegai.ru,12586,"ASGHOSTNET, DE",1
mx.01898.com,29873,"BIZLAND-SD, US",1
mailhook.momentaryemail.com,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",1
mx.mollo-tutto.com,31034,"ARUBA-ASN, IT",1
momoi.uk,7506,"INTERQ GMO Internet Group, Inc., JP",1
monentrepreneur-com0i.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
monasterevin-com.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
moncourrier.fr.nf,16276,"OVH, FR",1
moncourriel.fr.nf,16276,"OVH, FR",1
mail.molo.sale,29182,"RU-JSCIOT, RU",1
monemail.fr.nf,16276,"OVH, FR",1
mondial.asso.st,16276,"OVH, FR",1
_dc-mx.1218b77b17f6.moneyup.club,29802,"HVC-AS, US",1
mail.monitoring-obmennikov-ua.site,22611,"INMOTION, US",1
mail.mongomail.ru,12586,"ASGHOSTNET, DE",1
mail.monitomail.com,12586,"ASGHOSTNET, DE",1
monmail.fr.nf,16276,"OVH, FR",1
mail.monochromamail.ru,12586,"ASGHOSTNET, DE",1
mail.monochloromail.ru,12586,"ASGHOSTNET, DE",1
mail.monofiml.ru,12586,"ASGHOSTNET, DE",1
mail.monophemail.ru,12586,"ASGHOSTNET, DE",1
mail.monometmail.ru,12586,"ASGHOSTNET, DE",1
mail.monomails.ru,12586,"ASGHOSTNET, DE",1
mail.monomolpt.ru,12586,"ASGHOSTNET, DE",1
mail.monomolecufmals.com,12586,"ASGHOSTNET, DE",1
mail.monomangmail.ru,12586,"ASGHOSTNET, DE",1
mxs.hoster.ru,12616,"HOSTING-MSK, RU",1
monommail.com,9123,"TIMEWEB-AS, RU",1
mail.monopolismail.ru,12586,"ASGHOSTNET, DE",1
mail.monopsoneomail.ru,12586,"ASGHOSTNET, DE",1
mail.monosmail.com,12586,"ASGHOSTNET, DE",1
mail.monosynmail.com,12586,"ASGHOSTNET, DE",1
mail.monotheimail.ru,12586,"ASGHOSTNET, DE",1
mail.monophyme.ru,12586,"ASGHOSTNET, DE",1
mail.monotheisfmail.com,12586,"ASGHOSTNET, DE",1
mail.monotheimails.ru,12586,"ASGHOSTNET, DE",1
mail.monosyllabli.com,12586,"ASGHOSTNET, DE",1
mail.monopolizvegai.ru,12586,"ASGHOSTNET, DE",1
mail.monotosalo.ru,12586,"ASGHOSTNET, DE",1
mail.montanaweddingdjs.com,400754,"GO-DADDY-COM-LLC, US",1
mail.montowniafryzur.pl,41079,"CF-GDA, PL",1
montreal.com,61969,"TEAMINTERNET-AS, DE",1
antispam.montjoie.fr,3215,"France Telecom - Orange, FR",1
a3zspf0.monugur.com,14061,"DIGITALOCEAN-ASN, US",1
mx1.setaou.net,34019,"HIVANE, FR",1
mx.mooonity.com.cust.b.hostedemail.com,32491,"TUCOWS-3, CA",1
mail.moootech.mooo.com,18106,"VIEWQWEST-SG-AP Viewqwest Pte Ltd, SG",1
mail.moratymail.com,12586,"ASGHOSTNET, DE",1
mail.morethanametal.com,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",1
insimenator.org,19318,"IS-AS-1, US",1
mx.inet.vn,149068,"INETSOFT-AS-VN iNET software one member company limited, VN",1
mail.morningglowmail.com,12586,"ASGHOSTNET, DE",1
mail.moroz-it.ru,35278,"SPRINTHOST, RU",1
mail.morrisonave.es,197712,"CDMON sistemes@cdmon.com, ES",1
mail.mortgagecalculatorwithtaxess.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
morganstanleychina-com.mail.protection.partner.outlook.cn,58593,"BLUECLOUD Shanghai Blue Cloud Technology Co.,Ltd, CN",1
mosaimail.com,9123,"TIMEWEB-AS, RU",1
mail.morshmail.com,12586,"ASGHOSTNET, DE",1
mail.mostpopulardriver.com,16509,"AMAZON-02, US",1
mail.motivatfmail.ru,12586,"ASGHOSTNET, DE",1
mail.mostbet-official.ru,49505,"SELECTEL, RU",1
mail.mostafapour.com,61173,"GWSN-AS, IR",1
alt1.mymailcheap.com,16276,"OVH, FR",1
d283618a.ess.barracudanetworks.com,16509,"AMAZON-02, US",1
poczta.moto-gosz.pl,31242,"TKPSA-AS, PL",1
mail.mouthube0t.com,47583,"AS-HOSTINGER, CY",1
movestax-com.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mail.mourouzis.com,24940,"HETZNER-AS, DE",1
mail.moyakik.com,32097,"WII, US",1
relay1.redynet.com.ar,27898,"Redynet SRL, AR",1
movietv4u.com,200019,"ALEXHOST, MD",1
mx.moyareklama.ru,34267,"DEBRYANSK-AS-1 PJSC Rostelecom. Bryansk branch, RU",1
_dc-mx.2d81ea866d2c.mpk.ovh,24940,"HETZNER-AS, DE",1
mail.mpdacrylics.com,17378,"AS17378, US",1
level3mx.mpyaccoan.com,14061,"DIGITALOCEAN-ASN, US",1
mx1.mpl8.info,200107,"KL-EXT, CH",1
a149445.mx.mailhop.org,16509,"AMAZON-02, US",1
mail.mr24.co,198921,"UNIXSTORM-AS, PL",1
mr-email.fr.nf,16276,"OVH, FR",1
mail.mrain.ru,44094,"WEBHOST1-AS, RU",1
mailgateway.mpwin.co.in,45117,"INPL-IN-AP Ishans Network, IN",1
mail.mrmemorial.com,47583,"AS-HOSTINGER, CY",1
mrd3588-cloudns-be.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mrmail-info.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
mail.mrotzis.com,24940,"HETZNER-AS, DE",1
mail.msarra.com,14061,"DIGITALOCEAN-ASN, US",1
mail.mscis.in,46874,"MEGAVELOCITY-INC, CA",1
mail.msgos.com,14061,"DIGITALOCEAN-ASN, US",1
msgsafe-io.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
_dc-mx.ffe364e31b18.msn.com.se,19318,"IS-AS-1, US",1
depot.dial.pipex.com,13285,"OPALTELECOM-AS TalkTalk Communications Limited, GB",1
mail.mt2016.com,14061,"DIGITALOCEAN-ASN, US",1
mta-com.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
msxd-com.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",1
