IP,ASN,Name,BGP_Prefix,Country,Registry
185.129.61.4,AS210731,"DOTSRC, DK",185.129.61.0/24,DK,
45.61.188.15,AS53667,"PONYNET - FranTech Solutions, US",45.61.188.0/24,US,
91.202.5.104,AS43641,"SOLLUTIUM-NL, PL",91.202.5.0/24,PL,
2a0d:bbc7:0000:0000:f816:3eff:fe84:8a9e,,,,,
2a0b:f4c0:016c:0009:0000:0000:0000:0001,,,,,
2a0b:f4c2:0001:0000:0000:0000:0000:0176,,,,,
2605:6400:0030:f174:1111:2222:3333:4444,,,,,
2a0b:f4c2:0000:0000:0000:0000:0000:0005,,,,,
2620:018c:0000:0192:0000:0000:00e0:0178,,,,,
2a0b:f4c2:0001:0000:0000:0000:0000:0182,,,,,
185.220.101.58,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2604:0a00:0101:0004:0216:3eff:fe2f:20c3,,,,,
23.129.64.173,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a09:61c0:0000:0000:0000:0000:0000:0034,,,,,
2001:41d0:0601:1100:0000:0000:0000:26d0,,,,,
23.129.64.167,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
194.32.107.231,AS56655,"GIGAHOST, NO",194.32.107.0/24,NO,
2a00:99a0:0000:1000:0000:0000:0000:0002,,,,,
103.193.179.233,AS136052,"IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia, ID",103.193.179.0/24,ID,
2605:6400:0030:f3d3:07c3:507c:6f32:c132,,,,,
185.220.100.247,AS205100,"F3NETZE, DE",185.220.100.0/24,DE,
192.42.116.177,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
37.228.129.168,AS200651,"FLOKINET, IS",37.228.129.0/24,IS,
178.17.171.102,AS43289,"TRABIA, MD",178.17.160.0/20,MD,
46.165.243.36,AS28753,"LEASEWEB-DE-FRA-10, DE",46.165.192.0/18,DE,
82.153.138.184,AS214209,"INTERNET-MAGNATE, ZA",82.153.138.0/24,GB,
192.42.116.219,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
195.176.3.23,AS559,"SWITCH Switch, Swiss Academic and Research Network, CH",195.176.0.0/17,CH,
144.208.79.169,AS54641,"IMH-IAD - InMotion Hosting, Inc., US",144.208.76.0/22,US,
2a0d:bbc7:0000:0000:f816:3eff:fec7:9bc8,,,,,
45.141.215.200,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.141.215.0/24,NL,
2a04:52c0:0107:be74:0000:0000:0000:0001,,,,,
185.220.101.42,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
23.129.64.137,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2001:067c:289c:0002:0000:0000:0000:0036,,,,,
2a04:52c0:7000:0002:0000:0000:0000:0145,,,,,
45.138.16.76,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.138.16.0/24,NL,
51.15.15.81,AS12876,"Online SAS, FR",51.15.0.0/17,FR,
185.241.208.115,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",185.241.208.0/24,NL,
93.113.25.109,AS214209,"INTERNET-MAGNATE, ZA",93.113.25.0/24,RO,
2605:6400:0020:2417:0000:0000:0000:0069,,,,,
185.220.101.9,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
164.90.131.37,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",164.90.128.0/20,US,
2a03:94e0:ffff:0194:0032:0107:0000:0087,,,,,
2a04:52c0:7000:0002:0000:0000:0000:0136,,,,,
2a09:61c0:0000:0000:0000:0000:0000:0027,,,,,
38.135.25.136,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
109.71.252.182,AS58087,"FLORIANKOLB, DE",109.71.252.0/24,DE,
2a09:61c0:0000:0000:0000:0000:0000:0026,,,,,
45.9.156.192,AS211619,"MAXKO, HR",45.9.156.0/24,BG,
2a0f:df00:0000:0255:0000:0000:0000:0196,,,,,
23.129.64.213,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a12:a800:0002:0001:0045:0138:0016:0076,,,,,
107.189.1.160,AS53667,"PONYNET - FranTech Solutions, US",107.189.0.0/21,US,
2a0d:bbc7:0000:0000:f816:3eff:fe5d:4413,,,,,
158.94.211.63,AS202412,"OMEGATECH-AS, SC",158.94.211.0/24,TR,
193.105.134.150,AS42237,"W1N, GB",193.105.134.0/24,GB,
2a00:16b0:0001:0243:0000:0000:7012:e817,,,,,
2a0e:97c0:03ea:0882:0000:0000:0000:0001,,,,,
2a09:be40:28ff:0050:be24:11ff:fe5f:80d4,,,,,
23.129.64.176,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
95.135.208.24,AS214677,DELUXHOST - Matteo Martelloni trading as DELUXHOST,95.135.208.0/24,UA,
95.211.174.137,AS60781,"LEASEWEB-NL-AMS-01 Netherlands, NL",95.211.0.0/16,NL,
107.189.7.141,AS53667,"PONYNET - FranTech Solutions, US",107.189.0.0/21,US,
185.129.61.3,AS210731,"DOTSRC, DK",185.129.61.0/24,DK,
185.220.100.244,AS205100,"F3NETZE, DE",185.220.100.0/24,DE,
93.123.12.112,AS34224,"NETERRA-AS, BG",93.123.12.0/24,BG,
23.129.64.143,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a03:94e0:ffff:0185:0243:0218:0000:0233,,,,,
5.255.98.198,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
2a0b:f4c2:0002:0000:0000:0000:0000:0056,,,,,
2a0b:f4c2:0001:0000:0000:0000:0000:0179,,,,,
194.26.192.46,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",194.26.192.0/24,DE,
107.189.7.168,AS53667,"PONYNET - FranTech Solutions, US",107.189.0.0/21,US,
171.25.193.80,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
152.53.170.213,AS214996,"NETCUP, DE",152.53.168.0/22,AT,
2001:067c:289c:0002:0000:0000:0000:0037,,,,,
2a12:a800:0011:0001:0192:0159:0099:0027,,,,,
87.118.116.90,AS31103,"KEYWEB-AS, DE",87.118.64.0/18,DE,
2a0b:f4c2:0001:0000:0000:0000:0000:0191,,,,,
162.216.18.62,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",162.216.16.0/22,US,
71.163.9.159,AS701,"UUNET - Verizon Business, US",71.163.0.0/16,US,
2001:067c:0e60:0c0c:0192:0042:0116:0218,,,,,
2a0b:64c0:0001:0000:0000:0000:0000:0bcf,,,,,
2605:6400:0030:f174:0042:0042:0042:0000,,,,,
185.220.101.63,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a12:a800:0002:0001:0045:0141:0215:0061,,,,,
45.138.16.240,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.138.16.0/24,NL,
138.68.144.236,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",138.68.144.0/20,US,
2a0e:bfc7:0000:0000:0216:3cff:fe3a:4ee4,,,,,
5.255.99.147,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
173.237.206.68,AS26527,"LIGHTWAVE-NETWORKS - LightWave Networks, US",173.237.206.0/24,US,
185.154.110.17,AS49770,"INTERNETPORT-AS, SE",185.154.108.0/22,SE,
45.141.215.16,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.141.215.0/24,NL,
130.193.10.21,AS29134,"IGNUM-AS Czech Republic, CZ",130.193.8.0/21,CZ,
192.76.160.152,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
2001:067c:0e60:0c0c:0192:0042:0116:0213,,,,,
2001:0638:0301:f732:0000:0000:0000:0150,,,,,
23.129.64.219,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
185.11.139.198,AS48823,AS48823 - Hosting.de GmbH,185.11.136.0/22,DE,
2605:2700:0000:0002:a800:00ff:fe39:0574,,,,,
2001:067c:0e60:0c0c:0192:0042:0116:0179,,,,,
2400:d320:2202:5765:0000:0000:0000:0001,,,,,
198.98.57.151,AS53667,"PONYNET - FranTech Solutions, US",198.98.48.0/20,US,
91.203.144.194,AS45045,"GOODNET-AS, UA",91.203.144.0/22,UA,
2001:41d0:0701:1100:0000:0000:0000:9ecc,,,,,
171.25.193.131,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
46.165.194.56,AS28753,"LEASEWEB-DE-FRA-10, DE",46.165.192.0/18,DE,
185.113.128.30,AS42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location, GB",185.113.128.0/23,GB,
23.134.90.60,AS924,CLOUDIE - Cloudie Networks LLC,23.134.90.0/24,US,
2605:6400:0030:f440:757e:adf1:55f7:5a31,,,,,
2803:0200:ffff:ff0c:0000:0000:ae92:2a2f,,,,,
2a0b:f4c2:0000:0000:0000:0000:0000:0006,,,,,
206.166.251.193,AS399629,"BLNWX - BL Networks, US",206.166.251.0/24,US,
2001:067c:289c:0004:0000:0000:0000:0078,,,,,
38.135.24.30,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
2620:018c:0000:0192:0000:0000:00e0:0157,,,,,
2605:6400:0030:f57d:916e:73f8:d5e7:675b,,,,,
2620:018c:0000:0192:0000:0000:00e0:0210,,,,,
216.239.90.19,AS10996,"CONCORDE - Concorde inc., CA",216.239.64.0/19,CA,
2001:0bc8:6010:0206:ae1f:6bff:fe27:3176,,,,,
2600:3c00:0000:0000:f03c:91ff:fe96:1cd9,,,,,
2a09:be40:28ff:0050:be24:11ff:fe7d:fe66,,,,,
2a12:a800:0011:0001:0192:0159:0099:0168,,,,,
204.85.191.7,AS36850,"UNC-CH - University of North Carolina at Chapel Hill, US",204.85.191.0/24,US,
91.92.109.126,AS34224,"NETERRA-AS, BG",91.92.109.0/24,BG,
2a0e:bfc7:0000:0003:0000:0000:0000:2d83,,,,,
2a12:a800:0002:0001:0045:0141:0215:0110,,,,,
198.98.61.60,AS53667,"PONYNET - FranTech Solutions, US",198.98.48.0/20,US,
2001:09b0:025d:f700:0000:0000:0000:020e,,,,,
192.76.160.149,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
124.198.131.108,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",124.198.131.0/24,NL,
94.230.208.148,AS29691,"NINE, CH",94.230.208.0/20,CH,
2a0f:df00:0000:0255:0000:0000:0000:0200,,,,,
185.220.101.101,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.241.208.185,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",185.241.208.0/24,NL,
2605:6400:0030:f805:1e96:b223:fbe5:cfac,,,,,
107.189.7.144,AS53667,"PONYNET - FranTech Solutions, US",107.189.0.0/21,US,
131.72.79.38,AS264811,AIR LINK COMMUNICATIONS,131.72.76.0/22,TT,
172.234.228.174,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",172.234.224.0/19,US,
2a01:0270:9847:0000:0000:0000:0000:0001,,,,,
2a01:ecc0:1000:a100:0000:0000:0000:0002,,,,,
2402:1f00:8100:0400:0000:0000:0000:0009,,,,,
185.165.169.239,AS200651,"FLOKINET, IS",185.165.169.0/24,IS,
185.220.101.105,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
45.138.16.164,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.138.16.0/24,NL,
2a04:52c0:0101:046a:0000:0000:0000:0000,,,,,
2605:6400:0030:f8da:02b2:a293:30ad:506d,,,,,
185.212.226.76,AS41652,SAS-SHPV-FRANCE - SHPV FRANCE SAS,185.212.224.0/22,FR,
185.247.224.89,AS200651,"FLOKINET, IS",185.247.224.0/24,IS,
130.193.15.186,AS29134,"IGNUM-AS Czech Republic, CZ",130.193.8.0/21,CZ,
2a0d:bbc7:0000:0000:f816:3eff:fe1c:869a,,,,,
2001:067c:0e60:0c0c:0192:0042:0116:0182,,,,,
23.129.64.186,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a0b:f4c2:0000:0000:0000:0000:0000:0016,,,,,
124.198.131.62,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",124.198.131.0/24,NL,
2a0b:f4c2:0004:0000:0000:0000:0000:0098,,,,,
23.129.64.178,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
138.226.236.24,AS205775,"NEONCORENETWORKS, US",138.226.236.0/24,GB,
185.100.87.166,AS200651,"FLOKINET, IS",185.100.87.0/24,IS,
2620:018c:0000:0192:0000:0000:00e0:0224,,,,,
2a03:e600:0100:0000:0000:0000:0000:0004,,,,,
178.218.144.51,AS212508,"LOWHOSTING-AS, IT",178.218.144.0/24,US,
38.135.24.72,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
172.234.92.148,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",172.234.80.0/20,US,
110.226.96.232,AS24560,AIRTELBROADBAND-AS-AP Bharti Airtel Ltd.,110.226.96.0/22,IN,
2a03:4000:0046:0197:b434:d3ff:fe68:d9e1,,,,,
177.93.140.66,AS272996,SINCERE NETWORKS B.V.,177.93.140.0/24,CW,
192.42.116.198,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
178.128.160.54,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",178.128.160.0/20,US,
185.107.57.66,AS43350,"NFORCE, NL",185.107.56.0/22,NL,
2a03:e600:0100:0000:0000:0000:0000:0001,,,,,
2620:018c:0000:0192:0000:0000:00e0:0216,,,,,
83.217.9.73,AS215540,"GCS-AS, GB",83.217.9.0/24,RU,
2a00:1b88:0004:0000:0000:0000:0000:0004,,,,,
2a0b:f4c2:0002:0000:0000:0000:0000:0041,,,,,
185.248.141.34,AS48314,"IP-PROJECTS, DE",185.248.141.0/24,DE,
185.129.61.5,AS210731,"DOTSRC, DK",185.129.61.0/24,DK,
64.227.110.29,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",64.227.96.0/20,US,
74.208.79.7,AS8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",74.208.0.0/16,US,
179.56.197.223,AS14117,"Telefonica del Sur S.A., CL",179.56.196.0/22,CL,
2605:6400:0030:ebb6:0532:0acc:0065:0031,,,,,
2620:018c:0000:0192:0000:0000:00e0:0221,,,,,
188.68.52.231,AS197540,"NETCUP-AS netcup GmbH, DE",188.68.52.0/22,DE,
185.100.87.250,AS200651,"FLOKINET, IS",185.100.87.0/24,IS,
195.160.220.104,AS43641,"SOLLUTIUM-NL, PL",195.160.220.0/23,UA,
23.129.64.195,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
45.66.35.25,AS61125,"SABOTAGE, US",45.66.35.0/24,NL,
2a0b:f4c2:0001:0000:0000:0000:0000:0154,,,,,
194.15.115.212,AS133210,ENTECHNOLOGIES-AS-AP EN Technologies Pte Ltd,194.15.115.0/24,GB,
200.122.181.2,AS3790,"RADIOGRAFICA COSTARRICENSE, CR",200.122.160.0/19,CR,
2a0f:df00:0000:0255:0000:0000:0000:0201,,,,,
2620:018c:0000:0192:0000:0000:00e0:0131,,,,,
82.221.139.190,AS50613,"THORDC-AS, IS",82.221.139.0/24,IS,
198.251.84.163,AS53667,"PONYNET - FranTech Solutions, US",198.251.84.0/24,US,
2001:067c:089c:0702:01ce:01ce:babe:0008,,,,,
2605:6400:0010:1008:1111:1111:1111:1111,,,,,
2a03:94e0:ffff:0194:0032:0107:0000:0172,,,,,
2604:2dc0:0202:0300:0000:0000:0000:0ed3,,,,,
149.202.79.101,AS16276,"OVH, FR",149.202.0.0/16,FR,
178.218.144.96,AS212508,"LOWHOSTING-AS, IT",178.218.144.0/24,US,
185.220.101.128,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
212.21.66.6,AS44716,"DHOSTING-NET, DE",212.21.64.0/19,DE,
45.84.107.97,AS214503,"R0CKET-CLOUD, SE",45.84.107.0/24,SE,
2620:018c:0000:0192:0000:0000:00e0:0130,,,,,
64.190.76.13,AS214094,OSSERVATORIO-NESSUNO - Davide Silvetti trading as 'Association Osservatorio Nessuno ODV',64.190.76.0/24,IT,
2620:018c:0000:0192:0000:0000:0000:0099,,,,,
89.147.111.87,AS44925,"THE-1984-AS, IS",89.147.108.0/22,IS,
192.42.116.175,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
45.11.59.28,AS43641,"SOLLUTIUM-NL, PL",45.11.59.0/24,UA,
185.132.176.180,AS49981,"WORLDSTREAM, NL",185.132.176.0/22,NL,
2a0b:f4c2:0002:0000:0000:0000:0000:0059,,,,,
2a0c:4d00:0002:0008:0000:0000:0000:0002,,,,,
2a06:d380:0000:0103:0000:0000:0000:0062,,,,,
2a12:a800:0002:0001:0045:0141:0215:0056,,,,,
2a12:a800:0011:0001:0124:0198:0132:0172,,,,,
2a14:c380:0050:004e:0000:0000:0000:000b,,,,,
45.9.168.106,AS211619,"MAXKO, HR",45.9.168.0/24,HU,
185.220.101.60,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
23.137.252.225,AS40663,INTERNET-SPEECH-AND-PRIVACY-LLC - IncogNet LLC,23.137.252.0/24,US,
192.42.116.196,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
185.208.159.170,AS42624,"SWISSNETWORK02, SC",185.208.159.0/24,SC,
2a06:1700:0004:0014:0000:0000:0000:0001,,,,,
2605:6400:0030:f174:0004:0003:0002:0001,,,,,
179.43.159.201,AS51852,"PLI-AS, PA",179.43.159.0/24,PA,
2620:018c:0000:0192:0000:0000:00e0:0180,,,,,
5.255.99.5,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
57.131.30.92,AS16276,"OVH, FR",57.131.0.0/17,FR,
2a0b:f4c0:016c:0016:0000:0000:0000:0001,,,,,
2602:f6f6:0002:90f1:0000:0000:0000:0001,,,,,
84.16.224.227,AS28753,"LEASEWEB-DE-FRA-10, DE",84.16.224.0/19,DE,
119.28.139.55,AS132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",119.28.138.0/23,CN,
146.185.253.130,AS50673,"SERVERIUS-AS, NL",146.185.253.0/24,RU,
2a12:a800:0002:0001:0045:0138:0016:0118,,,,,
2a0c:e300:000b:000b:0000:0000:0000:000b,,,,,
185.243.218.231,AS56655,"GIGAHOST, NO",185.243.218.0/24,NO,
192.159.99.27,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",192.159.99.0/24,NL,
2a06:d380:0000:0103:0000:0000:0000:0063,,,,,
45.88.186.89,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.88.186.0/24,NL,
192.42.116.174,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2001:067c:0e60:0c0c:0192:0042:0116:0185,,,,,
185.220.101.12,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
23.129.64.224,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
181.23.126.171,AS22927,Telefonica de Argentina,181.20.0.0/14,AR,
193.237.221.228,AS5378,"Vodafone, GB",193.237.0.0/16,GB,
5.255.127.222,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
2605:a142:2263:1906:0000:0000:0000:0001,,,,,
45.66.35.27,AS61125,"SABOTAGE, US",45.66.35.0/24,NL,
185.62.56.249,AS62370,"SNEL, NL",185.62.56.0/24,NL,
193.189.100.197,AS41281,"KEFF Interplanetary Communications Network, GB",193.189.100.0/24,GB,
199.195.253.156,AS53667,"PONYNET - FranTech Solutions, US",199.195.248.0/21,US,
2a02:c204:2261:2270:0000:0000:0000:0001,,,,,
2a06:1700:0002:022e:0000:0000:8292:61f8,,,,,
2a0b:f4c2:0000:0000:0000:0000:0000:0008,,,,,
23.191.200.8,AS401401,UNREDACTED-NOISENET - Unredacted Inc,23.191.200.0/24,US,
94.72.103.33,AS51167,"CONTABO, DE",94.72.96.0/20,DE,
2a0b:f4c2:0004:0000:0000:0000:0000:0108,,,,,
45.141.215.238,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.141.215.0/24,NL,
114.35.245.150,AS3462,"HINET Data Communication Business Group, TW",114.35.0.0/16,TW,
5.255.102.26,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
118.163.74.160,AS3462,"HINET Data Communication Business Group, TW",118.163.0.0/16,TW,
2a03:4000:0006:e047:6494:62ff:fe3f:85b8,,,,,
88.80.26.4,AS33837,"PRQ-AS PRQ VPN Network, SE",88.80.16.0/20,SE,
178.175.148.209,AS43289,"TRABIA, MD",178.175.148.0/23,MD,
45.84.107.33,AS214503,"R0CKET-CLOUD, SE",45.84.107.0/24,SE,
2605:6400:0030:e948:4cee:191b:1e55:25b3,,,,,
109.169.33.163,AS20860,"IOMART-AS, GB",109.169.0.0/18,GB,
38.135.24.33,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
157.230.17.193,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",157.230.16.0/20,US,
2a0f:85c1:0356:1b63:0000:0000:0000:0001,,,,,
2a04:52c0:0104:4735:0000:0000:0000:0001,,,,,
45.9.156.106,AS211619,"MAXKO, HR",45.9.156.0/24,BG,
204.194.29.4,AS9,"CMU-ROUTER - Carnegie Mellon University, US",204.194.28.0/22,US,
2001:067c:089c:0702:01ce:01ce:babe:0001,,,,,
193.189.100.204,AS41281,"KEFF Interplanetary Communications Network, GB",193.189.100.0/24,GB,
2605:6400:0030:f4ae:8f7b:cc6e:d1d7:b978,,,,,
45.84.107.222,AS214503,"R0CKET-CLOUD, SE",45.84.107.0/24,SE,
2a03:e600:0100:0000:0000:0000:0000:0008,,,,,
2001:1620:51a1:0000:0000:0000:0000:0101,,,,,
185.129.61.9,AS210731,"DOTSRC, DK",185.129.61.0/24,DK,
2a03:4000:002b:066e:dead:beef:ca1f:1337,,,,,
23.134.88.61,AS924,CLOUDIE - Cloudie Networks LLC,23.134.88.0/24,US,
2605:6400:0030:f174:0001:0001:0001:0001,,,,,
185.181.61.201,AS56655,"GIGAHOST, NO",185.181.60.0/22,NO,
185.100.85.25,AS200651,"FLOKINET, IS",185.100.84.0/23,IS,
23.191.200.20,AS401401,UNREDACTED-NOISENET - Unredacted Inc,23.191.200.0/24,US,
62.182.84.146,AS6698,"VIRTUALSYSTEMS, UA",62.182.84.0/24,UA,
98.128.173.33,AS8473,"BAHNHOF, SE",98.128.0.0/16,SE,
85.93.218.204,AS9008,"ASN-VO Visual Online S.A. Luxembourg, LU",85.93.192.0/19,LU,
23.191.200.14,AS401401,UNREDACTED-NOISENET - Unredacted Inc,23.191.200.0/24,US,
185.220.101.160,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2620:018c:0000:0192:0000:0000:00e0:0186,,,,,
2a09:61c0:0000:0000:0000:0000:0000:0020,,,,,
173.255.198.243,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",173.255.192.0/20,US,
171.25.193.38,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
84.212.130.191,AS25400,"TELIA-NORWAY-AS Telia Norway Core Networks, NO",84.212.128.0/17,NO,
185.132.53.27,AS211507,"LAIN we love lain, cats and the world wide web, DE",185.132.53.0/24,DE,
212.95.50.77,AS28753,"LEASEWEB-DE-FRA-10, DE",212.95.32.0/19,DE,
162.220.14.54,AS26666,"INTERSERVER-LAX - Interserver, Inc, US",162.220.8.0/21,US,
103.20.241.102,AS55720,"GIGABIT-MY Gigabit Hosting Sdn Bhd, MY",103.20.241.0/24,MY,
5.255.97.221,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
2a06:d380:0000:0103:acab:4c4b:ac4b:1312,,,,,
45.141.215.169,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.141.215.0/24,NL,
191.83.232.211,AS22927,Telefonica de Argentina,191.80.0.0/14,AR,
157.245.206.140,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",157.245.192.0/20,US,
185.220.101.164,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a04:52c0:7000:0002:0000:0000:0000:0139,,,,,
192.42.116.185,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
5.255.118.151,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
185.225.69.225,AS30836,"NET23-AS, HU",185.225.68.0/22,HU,
104.192.3.74,AS27176,"DATAWAGON - DataWagon LLC, US",104.192.3.0/24,US,
2a0b:f4c2:0000:0000:0000:0000:0000:0024,,,,,
94.156.152.8,AS214209,"INTERNET-MAGNATE, ZA",94.156.152.0/24,BG,
192.42.116.216,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2a0b:f4c2:0002:0000:0000:0000:0000:0061,,,,,
185.220.101.156,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
107.189.30.49,AS53667,"PONYNET - FranTech Solutions, US",107.189.30.0/23,US,
45.66.35.34,AS61125,"SABOTAGE, US",45.66.35.0/24,NL,
2001:067c:0e60:0c0c:0192:0042:0116:0209,,,,,
2a04:52c0:1000:0253:0000:0000:0000:0253,,,,,
2a05:b0c7:6e37:0000:0000:0000:0000:0001,,,,,
23.129.64.217,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2620:018c:0000:0192:0000:0000:00e0:0175,,,,,
2a06:1700:0001:00f5:0000:0000:a788:07d8,,,,,
185.220.101.143,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
195.80.151.242,AS206804,"ESTNOC-GLOBAL, EE",195.80.151.0/24,US,
2620:018c:0000:0192:0000:0000:00e0:0197,,,,,
2a04:52c0:0102:46e0:0000:0000:0000:0001,,,,,
91.208.75.178,AS6718,"NAV NAV Communications, RO",91.208.75.0/24,RO,
2604:0a00:0101:0004:0216:3eff:fe2f:1c84,,,,,
45.138.16.69,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.138.16.0/24,NL,
192.42.116.211,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
212.69.167.80,AS8218,"NEO-ASN Zayo Europe, FR",212.69.160.0/19,FR,
2620:0007:6001:0000:0000:0000:0000:0120,,,,,
2605:6400:0030:f38b:28b3:cd24:51f3:e412,,,,,
35.0.127.52,AS36375,"UMICH-AS-5 - University of Michigan, US",35.0.0.0/16,US,
103.28.52.93,AS136052,"IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia, ID",103.28.52.0/24,ID,
45.141.215.56,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.141.215.0/24,NL,
2a09:61c0:0000:0000:0000:0000:0000:0032,,,,,
81.19.141.199,AS215540,"GCS-AS, GB",81.19.141.0/24,RU,
2a0f:df00:0000:0255:0000:0000:0000:0202,,,,,
2001:067c:0e60:0c0c:0192:0042:0116:0199,,,,,
2a04:52c0:0128:c6e7:50ef:cafe:babe:1337,,,,,
