IP,ASN,Name,BGP_Prefix,Country,Registry
84.212.130.191,AS25400,"TELIA-NORWAY-AS Telia Norway Core Networks, NO",84.212.128.0/17,NO,
2a12:a800:0011:0001:0124:0198:0131:0029,,,,,
23.129.64.174,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a0b:f4c2:0001:0000:0000:0000:0000:0128,,,,,
130.193.15.79,AS29134,"IGNUM-AS Czech Republic, CZ",130.193.8.0/21,CZ,
2605:6400:0020:0ff9:0000:0000:0000:0001,,,,,
2a0b:f4c2:0001:0000:0000:0000:0000:0167,,,,,
2a10:8a40:f313:0000:0000:0000:0000:0029,,,,,
2a06:1700:0000:003c:0000:0000:0000:0001,,,,,
2620:018c:0000:0192:0000:0000:00e0:0200,,,,,
2a00:7b80:0452:3000:0000:0000:0000:0225,,,,,
64.190.76.13,AS214094,OSSERVATORIO-NESSUNO - Davide Silvetti trading as 'Association Osservatorio Nessuno ODV',64.190.76.0/24,IT,
86.107.168.127,AS26832,"RICAWEBSERVICES - Rica Web Services, CA",86.107.168.0/24,AE,
2a06:d380:0000:0103:0000:0000:0000:0063,,,,,
2001:0558:6033:00b8:90ac:a57e:e046:c86c,,,,,
179.43.159.194,AS51852,"PLI-AS, PA",179.43.159.0/24,PA,
2a04:52c0:0104:31e6:0000:0000:0000:0001,,,,,
2a0b:f4c2:0004:0000:0000:0000:0000:0105,,,,,
62.60.232.4,AS215540,"GCS-AS, GB",62.60.232.0/24,IR,
107.189.6.124,AS53667,"PONYNET - FranTech Solutions, US",107.189.0.0/21,US,
185.220.101.103,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
23.129.64.187,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
23.129.64.146,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
212.69.167.80,AS8218,"NEO-ASN Zayo Europe, FR",212.69.160.0/19,FR,
192.42.116.200,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2600:3c00:0000:0000:f03c:91ff:fe96:1cd9,,,,,
185.220.101.171,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a0b:f4c2:0001:0000:0000:0000:0000:0145,,,,,
45.8.93.239,AS215439,PLAY2GO-NET - PLAY2GO INTERNATIONAL LIMITED,45.8.93.0/24,BG,
2a04:52c0:0104:ad97:0000:0000:0000:0001,,,,,
2a0b:f4c2:0001:0000:0000:0000:0000:0141,,,,,
44.30.4.69,AS210100,ADAM-CHODKOWSKI - Adam Chodkowski,44.30.4.0/24,US,
217.182.75.199,AS16276,"OVH, FR",217.182.0.0/16,FR,
109.70.100.6,AS208323,"APPLIEDPRIVACY-AS, AT",109.70.100.0/24,AT,
185.129.61.4,AS210731,"DOTSRC, DK",185.129.61.0/24,DK,
95.211.244.28,AS60781,"LEASEWEB-NL-AMS-01 Netherlands, NL",95.211.0.0/16,NL,
96.126.98.146,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",96.126.96.0/21,US,
89.147.110.154,AS44925,"THE-1984-AS, IS",89.147.108.0/22,IS,
2a12:a800:0001:0001:0194:0026:0192:0177,,,,,
172.234.228.174,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",172.234.224.0/19,US,
2a0b:f4c0:016c:0005:0000:0000:0000:0001,,,,,
5.255.104.35,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
62.72.47.105,AS141995,"CAPL-AS-AP Contabo Asia Private Limited, SG",62.72.44.0/22,DE,
95.168.173.143,AS60781,"LEASEWEB-NL-AMS-01 Netherlands, NL",95.168.160.0/20,NL,
91.132.144.59,AS197540,"NETCUP-AS netcup GmbH, DE",91.132.144.0/22,DE,
146.190.251.108,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",146.190.240.0/20,US,
23.129.64.208,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
23.191.200.19,AS401401,UNREDACTED-NOISENET - Unredacted Inc,23.191.200.0/24,US,
2a0b:f4c2:0001:0000:0000:0000:0000:0138,,,,,
185.132.53.121,AS211507,"LAIN we love lain, cats and the world wide web, DE",185.132.53.0/24,DE,
185.220.101.105,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a12:a800:0002:0001:0045:0138:0016:0107,,,,,
2a12:a800:0011:0001:0192:0159:0099:0027,,,,,
2001:067c:0e60:0c0c:0192:0042:0116:0217,,,,,
5.255.115.48,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
82.118.248.205,AS45007,"VIPNET, BG",82.118.248.0/21,BG,
192.76.160.148,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
206.206.192.178,AS2900,WN-AZ-AS - Arizona Tri University Network,206.206.192.0/19,US,
2a12:a800:0009:0001:0193:0026:0115:0043,,,,,
125.253.56.119,AS38195,"SUPERLOOP-AS-AP Superloop, AU",125.253.0.0/18,AU,
2a09:61c0:0000:0000:0000:0000:0000:0026,,,,,
2a09:be40:28ff:0050:be24:11ff:fe5f:80d4,,,,,
185.220.101.62,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
23.129.64.160,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
192.42.116.199,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
85.93.218.204,AS9008,"ASN-VO Visual Online S.A. Luxembourg, LU",85.93.192.0/19,LU,
185.113.128.30,AS42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location, GB",185.113.128.0/23,GB,
2602:f6f6:0002:2634:0000:0000:0000:0001,,,,,
45.141.215.114,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.141.215.0/24,NL,
45.141.215.169,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.141.215.0/24,NL,
64.227.110.29,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",64.227.96.0/20,US,
162.216.18.62,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",162.216.16.0/22,US,
209.141.58.254,AS53667,"PONYNET - FranTech Solutions, US",209.141.32.0/19,US,
185.100.87.41,AS200651,"FLOKINET, IS",185.100.87.0/24,IS,
2605:6400:0030:f08c:45b7:4a99:a154:694e,,,,,
2a00:1dc0:caff:0073:0000:0000:0000:a568,,,,,
217.12.221.131,AS15626,"GF-UA, US",217.12.221.0/24,US,
185.220.101.30,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.243.218.226,AS56655,"GIGAHOST, NO",185.243.218.0/24,NO,
45.129.0.166,AS62005,"BV-EU-AS, EE",45.129.0.0/24,EE,
171.25.158.113,AS35100,"PATRIKWEB-CORE, SE",171.25.152.0/21,SE,
23.137.255.85,AS40663,INTERNET-SPEECH-AND-PRIVACY-LLC - IncogNet LLC,23.137.255.0/24,US,
35.0.127.52,AS36375,"UMICH-AS-5 - University of Michigan, US",35.0.0.0/16,US,
97.156.127.148,AS6167,"CELLCO-PART - Verizon Business, US",97.156.0.0/16,US,
2a12:a800:0002:0001:0045:0141:0215:0200,,,,,
139.59.177.238,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",139.59.176.0/20,SG,
23.129.64.217,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
149.202.79.101,AS16276,"OVH, FR",149.202.0.0/16,FR,
45.141.215.238,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.141.215.0/24,NL,
185.220.101.58,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.132.53.45,AS211507,"LAIN we love lain, cats and the world wide web, DE",185.132.53.0/24,DE,
93.95.228.125,AS44925,"THE-1984-AS, IS",93.95.224.0/21,IS,
2605:6400:0030:f174:1111:2222:3333:4444,,,,,
72.235.129.116,AS36149,"HAWAIIAN-TELCOM - Hawaiian Telcom Services Company, Inc., US",72.234.0.0/15,US,
203.55.81.1,AS213873,OUIDO-HOSTING - MOJI SAS,203.55.81.0/24,FR,
91.212.45.214,AS212477,"ROYALE-AS, NL",91.212.45.0/24,NL,
185.246.190.136,AS200651,"FLOKINET, IS",185.246.190.0/24,IS,
45.84.107.172,AS214503,"R0CKET-CLOUD, SE",45.84.107.0/24,SE,
2a00:1dc0:caff:00f4:0000:0000:0000:bad5,,,,,
198.251.84.163,AS53667,"PONYNET - FranTech Solutions, US",198.251.84.0/24,US,
91.208.75.239,AS6718,"NAV NAV Communications, RO",91.208.75.0/24,RO,
2001:067c:0e60:0c0c:0192:0042:0116:0192,,,,,
107.189.3.11,AS53667,"PONYNET - FranTech Solutions, US",107.189.0.0/21,US,
45.33.85.245,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",45.33.64.0/19,US,
192.108.48.150,AS680,"DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V., DE",192.108.48.0/24,DE,
45.61.184.51,AS53667,"PONYNET - FranTech Solutions, US",45.61.184.0/22,US,
193.26.115.43,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",193.26.115.0/24,NL,
2a03:4000:0066:0015:18a0:6bff:fe90:3147,,,,,
185.243.218.232,AS56655,"GIGAHOST, NO",185.243.218.0/24,NO,
2a0b:f4c2:0001:0000:0000:0000:0000:0186,,,,,
2a12:a800:0002:0001:0045:0138:0016:0240,,,,,
2a12:a800:0002:0001:0045:0141:0215:0169,,,,,
124.198.132.172,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",124.198.132.0/24,NL,
185.220.100.242,AS205100,"F3NETZE, DE",185.220.100.0/24,DE,
192.42.116.211,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2a04:52c0:0102:46e0:0000:0000:0000:0001,,,,,
2001:067c:0e60:0c0c:0192:0042:0116:0209,,,,,
185.220.101.11,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
192.42.116.191,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2620:018c:0000:0192:0000:0000:00e0:0166,,,,,
2620:018c:0000:0192:0000:0000:00e0:0187,,,,,
2a04:52c0:7000:0002:0000:0000:0000:0136,,,,,
2a0b:f4c2:0002:0000:0000:0000:0000:0043,,,,,
45.15.140.245,AS209847,"THE, NL",45.15.140.0/24,CY,
185.220.101.128,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2605:a140:2262:7686:0000:0000:0000:0001,,,,,
109.70.100.13,AS208323,"APPLIEDPRIVACY-AS, AT",109.70.100.0/24,AT,
2001:067c:089c:0702:01ce:01ce:babe:0006,,,,,
2a12:a800:0002:0001:0045:0138:0016:0042,,,,,
23.129.64.134,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
80.94.92.99,AS47890,"UNMANAGED-DEDICATED-SERVERS, GB",80.94.92.0/24,RO,
2001:067c:0e60:0c0c:0192:0042:0116:0199,,,,,
2a03:94e0:ffff:0185:0243:0218:0000:0225,,,,,
2001:067c:0e60:0c0c:0192:0042:0116:0200,,,,,
2001:067c:289c:0004:0000:0000:0000:0132,,,,,
2a03:4000:0005:065b:388a:15ff:fedc:30d6,,,,,
2a0b:f4c2:0002:0000:0000:0000:0000:0045,,,,,
2620:018c:0000:0192:0000:0000:00e0:0158,,,,,
185.154.110.142,AS49770,"INTERNETPORT-AS, SE",185.154.108.0/22,SE,
5.255.99.124,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
185.220.101.177,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a02:ed06:0000:0000:0000:0000:0000:0222,,,,,
88.80.20.86,AS33837,"PRQ-AS PRQ VPN Network, SE",88.80.16.0/20,SE,
190.120.229.2,AS263812,"SONDATECH S.A.S., AR",190.120.229.0/24,CO,
2a0b:f4c0:016c:0009:0000:0000:0000:0001,,,,,
5.2.79.179,AS60404,"LITESERVER, NL",5.2.64.0/20,NL,
172.105.20.12,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",172.105.0.0/19,US,
2605:6400:0020:0474:0000:0000:0000:0000,,,,,
2001:067c:089c:0702:01ce:01ce:babe:0004,,,,,
2a05:b0c7:6cc4:0000:0000:0000:0000:0001,,,,,
2a12:a800:0011:0001:0124:0198:0132:0052,,,,,
104.167.242.117,AS26286,MYSTICDEVIO - MysticDev LLC,104.167.242.0/24,US,
2a0d:bbc7:0000:0000:f816:3eff:fef2:6521,,,,,
2a03:4000:0027:06f8:e466:27ff:fe82:1b2a,,,,,
192.76.160.143,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
2602:f6f6:0002:e74f:0000:0000:0000:0001,,,,,
204.85.191.8,AS36850,"UNC-CH - University of North Carolina at Chapel Hill, US",204.85.191.0/24,US,
2a00:16b0:0001:0243:0000:0000:7012:e817,,,,,
23.129.64.99,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a0b:f4c2:0000:0000:0000:0000:0000:0013,,,,,
66.220.242.222,AS17356,"VERMONT-TELE - Vermont Telephone Company, Inc., US",66.220.224.0/19,US,
179.43.128.16,AS51852,"PLI-AS, PA",179.43.128.0/24,PA,
192.76.160.134,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
45.88.186.89,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.88.186.0/24,NL,
2a04:52c0:7000:0002:0000:0000:0000:0148,,,,,
2001:067c:0e60:0c0c:0192:0042:0116:0196,,,,,
94.102.51.15,AS202425,"INT-NETWORK, SC",94.102.51.0/24,NL,
2605:6400:0030:f82f:7de1:3de3:8947:bc6a,,,,,
159.223.170.101,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",159.223.160.0/19,US,
2a03:94e0:ffff:0185:0243:0218:0000:0226,,,,,
38.134.41.34,AS399646,"DARTNODE - Snaju Development, US",38.134.41.0/24,US,
5.255.125.196,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
2001:4b20:0012:f001:0000:0000:0000:0105,,,,,
2600:3c0b:0000:0000:f03c:95ff:fefa:bdff,,,,,
212.21.66.6,AS44716,"DHOSTING-NET, DE",212.21.64.0/19,DE,
185.252.232.218,AS51167,"CONTABO, DE",185.252.232.0/24,DE,
46.234.47.107,AS34288,"AS34288 EDU-ZG-CH - Public Schools in the Canton of Zug, CH",46.234.32.0/19,CH,
23.129.64.222,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
23.129.64.181,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
185.241.208.234,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",185.241.208.0/24,NL,
2604:0a00:0101:0004:0216:3eff:fe2f:1c84,,,,,
109.70.100.4,AS208323,"APPLIEDPRIVACY-AS, AT",109.70.100.0/24,AT,
2001:067c:0e60:0c0c:0192:0042:0116:0219,,,,,
2620:018c:0000:0192:0000:0000:00e0:0167,,,,,
2001:067c:0e28:0001:0000:0000:0000:0100,,,,,
2a14:c380:0090:0015:3837:298b:d872:a827,,,,,
2400:8905:e001:010f:0000:0000:1337:c0de,,,,,
2a0b:f4c2:0002:0000:0000:0000:0000:0035,,,,,
2a12:a800:0011:0001:0192:0159:0099:0074,,,,,
2a02:0418:6017:0000:0000:0000:0000:0148,,,,,
171.25.193.20,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
89.185.80.94,AS215540,"GCS-AS, GB",89.185.80.0/24,RU,
51.158.151.177,AS12876,"Online SAS, FR",51.158.128.0/17,FR,
52.149.123.145,AS8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",52.148.0.0/14,US,
206.189.6.56,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",206.189.0.0/20,US,
2a0b:f4c2:0004:0000:0000:0000:0000:0097,,,,,
185.220.101.129,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
23.129.64.205,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
194.26.192.177,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",194.26.192.0/24,DE,
2a14:c380:0c70:00a6:aaaa:bbbb:cccc:dddd,,,,,
108.61.189.136,AS20473,"AS-VULTR - The Constant Company, LLC, US",108.61.188.0/23,US,
91.208.75.178,AS6718,"NAV NAV Communications, RO",91.208.75.0/24,RO,
2605:6400:0020:06a2:e777:b638:a0ce:e2ac,,,,,
2a0b:f4c2:0000:0000:0000:0000:0000:0027,,,,,
157.230.17.193,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",157.230.16.0/20,US,
2a0b:f4c2:0000:0000:0000:0000:0000:0001,,,,,
45.84.107.182,AS214503,"R0CKET-CLOUD, SE",45.84.107.0/24,SE,
80.94.92.92,AS47890,"UNMANAGED-DEDICATED-SERVERS, GB",80.94.92.0/24,RO,
2a09:61c0:0000:0000:0000:0000:0000:0031,,,,,
2605:6400:0020:03ea:c2a3:1162:7224:e5df,,,,,
185.220.101.174,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
23.129.64.221,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
171.25.193.235,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
2001:067c:0e60:0c0c:0192:0042:0116:0198,,,,,
23.129.64.211,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a00:74a0:e000:1003:0000:0000:0000:0114,,,,,
2620:018c:0000:0192:0000:0000:00e0:0185,,,,,
2a04:52c0:7000:0002:0000:0000:0000:0141,,,,,
23.184.48.78,AS40663,INTERNET-SPEECH-AND-PRIVACY-LLC - IncogNet LLC,23.184.48.0/24,US,
45.9.156.193,AS211619,"MAXKO, HR",45.9.156.0/24,BG,
45.80.158.167,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.80.158.0/24,NL,
2a04:52c0:0107:be74:0000:0000:0000:0001,,,,,
2a0b:f4c2:0001:0000:0000:0000:0000:0151,,,,,
5.255.103.235,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
94.72.103.33,AS51167,"CONTABO, DE",94.72.96.0/20,DE,
2a0c:4d00:0002:0008:0000:0000:0000:0002,,,,,
66.94.111.228,AS40021,"CONTABO-40021 - Contabo Inc., US",66.94.104.0/21,US,
2001:067c:289c:0002:0000:0000:0000:0035,,,,,
172.234.92.148,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",172.234.80.0/20,US,
2a12:a800:0011:0001:0124:0198:0131:0253,,,,,
176.125.240.208,AS200019,"ALEXHOST, MD",176.125.240.0/24,RU,
5.255.117.134,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
185.227.134.106,AS141995,"CAPL-AS-AP Contabo Asia Private Limited, SG",185.227.134.0/23,DE,
2a04:52c0:7000:0002:0000:0000:0000:0133,,,,,
194.53.137.42,AS9009,"M247, RO",194.53.137.0/24,RO,
2001:067c:0e60:0c0c:0192:0042:0116:0185,,,,,
2001:067c:289c:0004:0000:0000:0000:0077,,,,,
23.129.64.148,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
185.193.52.180,AS44679,"BINBOX-GLOBAL-SERVICES, RO",185.193.52.0/24,RO,
192.159.99.21,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",192.159.99.0/24,NL,
104.244.75.140,AS53667,"PONYNET - FranTech Solutions, US",104.244.75.0/24,US,
2605:6400:0010:0075:1585:9b71:1c16:b1a1,,,,,
74.82.47.194,AS6939,"HURRICANE - Hurricane Electric LLC, US",74.82.0.0/18,US,
71.57.84.10,AS7922,"COMCAST-7922 - Comcast Cable Communications, LLC, US",71.56.0.0/13,US,
91.202.5.104,AS43641,"SOLLUTIUM-NL, PL",91.202.5.0/24,PL,
104.167.242.118,AS26286,MYSTICDEVIO - MysticDev LLC,104.167.242.0/24,US,
2a0b:f4c2:0001:0000:0000:0000:0000:0163,,,,,
2a0b:f4c2:0000:0000:0000:0000:0000:0024,,,,,
172.81.132.94,AS27176,"DATAWAGON - DataWagon LLC, US",172.81.132.0/24,US,
2602:f6f6:0002:4f99:0000:0000:0000:0001,,,,,
77.48.28.204,AS16019,"VODAFONE-CZ-AS, CZ",77.48.0.0/17,CZ,
2400:8907:0000:0000:2000:e8ff:fef5:9815,,,,,
2605:6400:0030:f0ed:9151:66ed:6366:5c74,,,,,
89.147.110.118,AS44925,"THE-1984-AS, IS",89.147.108.0/22,IS,
2a0b:f4c0:016c:0006:0000:0000:0000:0001,,,,,
23.129.64.196,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
185.220.101.49,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a0e:bfc7:0000:0003:0000:0000:0000:2d83,,,,,
2a0d:bbc7:0000:0000:f816:3eff:fee6:ca14,,,,,
92.246.84.133,AS44592,"SKYLINK, NL",92.246.84.0/24,DE,
178.128.160.54,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",178.128.160.0/20,US,
185.67.82.114,AS20904,"NETPLAZA-AS, FI",185.67.80.0/22,FI,
188.68.49.235,AS197540,"NETCUP-AS netcup GmbH, DE",188.68.48.0/22,DE,
45.138.16.248,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.138.16.0/24,NL,
2605:6400:0020:0be7:0000:0000:0000:0001,,,,,
185.132.53.150,AS211507,"LAIN we love lain, cats and the world wide web, DE",185.132.53.0/24,DE,
38.135.25.140,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
80.241.60.207,AS199118,"HPLS-AS, DE",80.241.60.0/24,DE,
185.132.53.11,AS211507,"LAIN we love lain, cats and the world wide web, DE",185.132.53.0/24,DE,
68.183.200.189,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",68.183.192.0/20,US,
2a0d:bbc7:0000:0000:f816:3eff:fe0b:58d3,,,,,
87.101.92.171,AS9009,"M247, RO",87.101.92.0/24,RO,
23.129.64.178,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
192.42.116.215,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2605:aa80:0000:0009:0000:0000:0000:0003,,,,,
2a0b:f4c2:0000:0000:0000:0000:0000:0018,,,,,
2a03:94e0:ffff:0185:0243:0218:0000:0231,,,,,
192.159.99.38,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",192.159.99.0/24,NL,
185.220.101.33,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
192.42.116.28,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2a0b:f4c2:0001:0000:0000:0000:0000:0177,,,,,
23.129.64.152,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a0e:bfc7:0000:0000:0216:3cff:fe2b:46db,,,,,
192.42.116.208,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
45.66.35.31,AS61125,"SABOTAGE, US",45.66.35.0/24,NL,
2605:a141:2261:4410:0000:0000:0000:0001,,,,,
95.211.174.137,AS60781,"LEASEWEB-NL-AMS-01 Netherlands, NL",95.211.0.0/16,NL,
87.118.116.12,AS31103,"KEYWEB-AS, DE",87.118.64.0/18,DE,
66.78.40.91,AS215659,"MOEMOEKYUN, RO",66.78.40.0/24,US,
2a02:0898:0169:0000:0000:0000:0000:0001,,,,,
178.254.22.78,AS42730,"EVANZOAS, DE",178.254.0.0/19,DE,
171.25.193.80,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
23.129.64.153,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
204.8.96.120,AS62744,"QUINTEX - Quintex Alliance Consulting, US",204.8.96.0/22,US,
45.128.133.242,AS206804,"ESTNOC-GLOBAL, EE",45.128.133.0/24,EE,
2a03:4000:0048:004d:88c8:8eff:fee8:9d1a,,,,,
2a0b:f4c2:0004:0000:0000:0000:0000:0098,,,,,
2a0d:bbc7:0000:0000:f816:3eff:feec:9f18,,,,,
2620:018c:0000:0192:0000:0000:00e0:0164,,,,,
74.208.192.81,AS8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",74.208.0.0/16,US,
37.187.74.97,AS16276,"OVH, FR",37.187.0.0/16,FR,
2602:f6f6:0002:6439:0000:0000:0000:0001,,,,,
5.255.97.221,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
23.129.64.164,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
206.166.251.193,AS399629,"BLNWX - BL Networks, US",206.166.251.0/24,US,
38.135.24.30,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
23.129.64.132,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2620:018c:0000:0192:0000:0000:00e0:0186,,,,,
2001:41d0:0700:10a2:0000:0000:0000:0000,,,,,
45.84.107.174,AS214503,"R0CKET-CLOUD, SE",45.84.107.0/24,SE,
2620:018c:0000:0192:0000:0000:00e0:0147,,,,,
185.129.61.5,AS210731,"DOTSRC, DK",185.129.61.0/24,DK,
192.42.116.218,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
23.129.64.157,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a0b:f4c2:0000:0000:0000:0000:0000:0003,,,,,
2a12:a800:0002:0001:0045:0141:0215:0227,,,,,
2602:f915:0007:5a6c:0000:0000:0000:0001,,,,,
204.194.29.4,AS9,"CMU-ROUTER - Carnegie Mellon University, US",204.194.28.0/22,US,
23.129.64.190,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
179.43.133.50,AS51852,"PLI-AS, PA",179.43.133.0/24,PA,
185.220.101.130,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.220.101.150,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
23.129.64.155,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2605:6400:0030:ea86:59b6:d4c6:5192:1a19,,,,,
2001:067c:0e60:0c0c:0192:0042:0116:0214,,,,,
2a0b:f4c2:0001:0000:0000:0000:0000:0184,,,,,
37.228.129.63,AS200651,"FLOKINET, IS",37.228.129.0/24,IS,
2620:018c:0000:0192:0000:0000:00e0:0136,,,,,
2a0b:f4c2:0000:0000:0000:0000:0000:0004,,,,,
45.84.107.47,AS214503,"R0CKET-CLOUD, SE",45.84.107.0/24,SE,
2a01:ecc0:1000:a100:0000:0000:0000:0002,,,,,
185.220.101.17,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.220.101.3,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
5.255.104.202,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
89.58.41.156,AS197540,"NETCUP-AS netcup GmbH, DE",89.58.40.0/22,DE,
2620:018c:0000:0192:0000:0000:00e0:0171,,,,,
154.205.129.174,AS138915,"KAOPU-HK Kaopu Cloud HK Limited, HK",154.205.129.0/24,SC,
5.255.115.58,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
45.66.35.22,AS61125,"SABOTAGE, US",45.66.35.0/24,NL,
