asn,asn_name,domain_count
12578,"APOLLO-AS Latvia, LV",2
131414,"LVSOFT-AS-VN Long Van Soft Solution JSC, VN",2
15404,"COLT Technology Services Group, GB",2
36236,"NETACTUATE - NetActuate, Inc, US",2
201814,"MEVSPACE, PL",2
262954,"VirtuaServer Informatica Ltda, BR",2
8881,"VERSATEL, DE",2
211001,"TTR-GROUP, HK",2
34360,"OGICOM, PL",2
200719,"MISSDOMAIN, SE",2
35667,"XSALTO35667, FR",2
149125,"DV4S-VN 4S TECHNOLOGY TRADING SERVICES COMPANY LIMITED, VN",2
34984,"TELLCOM-AS, TR",2
21003,"GPTC-AS, LY",2
30722,"VODAFONE-IT-ASN, IT",2
3214,"XTOM xTom GmbH, DE",2
10242,"USINTERNET - US Internet Corp, US",2
20454,"SSASN2 - SECURED SERVERS LLC, US",2
40934,"FORTINET - Fortinet Inc., US",2
207252,"REALTOX-MEDIA, DE",2
13285,"OPALTELECOM-AS TalkTalk Communications Limited, GB",2
207333,"HOSTER-AST Hoster.KZ - Astana, KZ",2
51559,"NETINTERNET Netinternet Bilisim Teknolojileri AS, TR",2
210388,"HAYALHOST, TR",2
4760,"HKTIMS-AP HKT Limited, HK",2
11608,"ATG-11608 - Accretive Networks, US",2
62904,"AS62904 - Eonix Corporation, US",2
61272,"IST-AS, LT",2
394437,"PSLIGHTWAVE - PS Lightwave, US",2
12312,"ECOTEL, DE",2
139457,"IDNIC-ANTMEDIAHOST-AS-ID PT Semut Data Indonesia, ID",2
24971,"MASTER-AS Czech Republic www.master.cz, CZ",2
211056,"KHALIJSERVER, IR",2
29239,"I-NETPARTNER-AS, DE",2
45352,"IPSERVERONE-AS-AP IP ServerOne Solutions Sdn Bhd, MY",2
17505,"SBMOBILE SoftBank Corp., JP",2
208677,"CLOUDRU-AS, RU",2
8308,"NASK-COMMERCIAL, PL",2
4739,"INTERNODE-AS Internode Pty Ltd, AU",2
31083,"TELEPOINT, BG",2
25538,"IN-ULM, DE",2
38731,"VTDC-AS-VN Vietel - CHT Compamy Ltd, VN",2
38927,"NETBUILD-AS, DE",2
20773,"GODADDY, DE",2
39927,"ELIGHT-AS, RU",2
8362,"245 Boulevard de Tournai, FR",2
16556,"TOTALCHOICE-HOSTING - TotalChoice Hosting, LLC, US",2
45544,"SUPERDATA-AS-VN SUPERDATA-, VN",2
16010,"MAGTICOMAS Magticom, GE",2
11320,"LIGHTEDGE-AS-02 - LightEdge Solutions, US",2
48348,"CLOUDBUILDERS, ES",2
15435,"KABELFOON DELTA Fiber Nederland, NL",2
34019,"HIVANE, FR",2
5049,"MORGAN-ASN - Morgan Stanley Group Inc., US",2
198921,"UNIXSTORM-AS, PL",2
214902,"PFWEBSOLUTIONS, DK",2
50131,"SPARTANHOST, GB",2
906,"DMIT - DMIT Cloud Services, US",2
43037,"SEZNAM-, CZ",2
153528,"ESL-AS-AP ExtentIT Solution Limited, BD",2
29028,"COMPUKOS-AS, NL",2
137488,"ICEWARP-AS-AP IceWarp Technologies Pvt. Ltd., IN",2
22878,"ASACENET1 - ACENET, INC., US",2
197155,"ARTNET, PL",2
6079,"RCN-AS - RCN, US",2
42775,"DSRT-NET, GB",2
13354,"ZC38-AS1 - zColo, US",2
57269,"DIGISPAINTELECOM, ES",2
6730,"SUNRISE, CH",2
400384,"HOSTINGS-HOUSE-US - Hostings House, US",2
8888,"XTOM xTom Pty Ltd, AU",2
13839,"P1P3R - Piper Sandler Companies, US",2
23470,"RELIABLESITE - ReliableSite.Net LLC, US",2
197226,"SPRINT-SDC, PL",2
20115,"CHARTER-20115 - Charter Communications LLC, US",2
141968,"IDNIC-IKADA-AS-ID PT Industri Kreatif Digital, ID",2
1680,"NV-ASN CELLCOM ltd., IL",2
29550,"SIMPLYTRANSIT, GB",2
60713,"TARRCI-AS, PL",2
210574,"POYRAZ, TR",2
38283,"CHINANET-SCIDC-AS-AP CHINANET SiChuan Telecom Internet Data Center, CN",2
136792,"MIMECAST-AS-AP Mimecast Australia Pty Ltd, AU",2
12479,"UNI2-AS, ES",2
3215,"France Telecom - Orange, FR",2
6848,"TELENET-AS, BE",2
40279,"FORESTRACKS - ForestRacks, US",2
213535,"YOTTASRC, SA",2
39912,"I3B-AS, AT",2
35661,"VIRTUASYS-EU Lift weight. Push bytes. Never drop. Repeat., FR",2
44133,"IPAX-AS, AT",2
34233,"SUPERIOR-AS, NL",2
8447,"A1TELEKOM-AT A1 Telekom Austria AG, AT",2
14361,"HOPONE-GLOBAL - HopOne Internet Corporation, US",2
46505,"NIXIHOST - NixiHost.com Incorporated, US",2
6738,"DRI, FR",2
43128,"DHH-AS, SI",2
34282,"UKNOC-AS, GB",2
60087,"ASSUPERNOVA, IT",2
395532,"1P-WSS - Web Site Source, US",2
60494,"UNELINK, ES",2
20847,"PREVIDER-AS, NL",2
131392,"RUNSYSTEM-AS-VN GMO-Z.com Runsystem Joint Stock Company, VN",2
50926,"AXARNET-AS, ES",2
199695,"ANYM-NET, ID",2
13977,"CTELCO - Fidium, US",2
36884,"MAROCCONNECT, MA",2
201446,"PROFESIONALHOSTING, ES",1
203020,"HOSTROYALE, IN",1
198682,"NETIWAN-AS, FR",1
10806,"AFP-NET - AGENCE FRANCE PRESSE, US",1
146943,"TIER4CLOU-AS Tier 4 Cloud Services, IN",1
26337,"OIS1 - Oso Grande IP Services, LLC, US",1
24589,"TELENETSIA-AS Telenet AUT-NUM peering specification object, LV",1
60294,"DE-DGW Deutsche Glasfaser Wholesale Internet, DE",1
51026,"MOBINHOSTINFRASTRUCTURE, IR",1
56577,"ASRELINK, RU",1
44381,"ITSJEFEN-AS, NO",1
37061,"Safaricom, KE",1
397563,"ADEOXTECH - ADEOX, US",1
13649,"ASN-FLEXENTIAL - Flexential Colorado Corp., US",1
11042,"NTHL - NETWORK TRANSIT HOLDINGS LLC, US",1
39521,"TNGNET, NL",1
34989,"SERVETHEWORLD-AS, NO",1
132241,"SKSATECH1-MY SKSA TECHNOLOGY SDN BHD, MY",1
4685,"ASAHI-NET Asahi Net, JP",1
33028,"AS33028 - VEXXHOST, Inc., CA",1
30215,"AS-CISCOHPS-APAC - Cisco Systems Ironport Division, US",1
12683,"STATEL-AS PJSC Rostelecom. Stavropol branch, RU",1
40100,"ALURIUM - Alurium Hosting, US",1
395336,"MACST-ATL - MacStadium, Inc., US",1
11404,"AS-WAVE-1 - Wave Broadband, US",1
135069,"FEENIX-AS-AP Feenix Communications Limited, NZ",1
8496,"RU-OPTIBIT, RU",1
395412,"VS-MEDIA-IPV4 - VS Media Inc., US",1
43927,"HOSTERION, RO",1
151967,"DLIS-AS-AP DLITS, BD",1
211126,"WHG-MEX, GB",1
204490,"ASKONTEL, RU",1
62212,"abuse@smartape.net, EE",1
13627,"AMBYRE - Ambyre LLC, US",1
211306,"TREADSTONE-AS, RO",1
15317,"SERVEREL-AS - Serverel Inc., US",1
56740,"DATAHATA-AS, BY",1
31660,"PIXTEL-AS, FR",1
47066,"PRGMR - prgmr.com, Inc., US",1
932,"XNNET - XNNET LLC, US",1
25563,"WEBLAND-AS CH-4142 Muenchenstein, CH",1
24611,"DCLUX-AS Datacenter Luxembourg, LU",1
12033,"ASN-AT-12033 - Adams TelSystems, Inc., US",1
39337,"CORPSOFT24, RU",1
45753,"NETSEC-HK Netsec Limited, HK",1
5089,"NTL, GB",1
931,"HYONIX - Hyonix, SG",1
204997,"FIRSTBYTE-AS, GB",1
25875,"VARIOUS - FriendFinder Networks Inc, US",1
50020,"RACCOM-AS, BG",1
48364,"ACVYSKOV-AS, CZ",1
59580,"BATTERFLYAIMEDIA-AS, RU",1
135450,"IDNIC-BSTI-AS-ID PT Berkah Solusi Teknologi Informasi, ID",1
12990,"ONET-PL-AS1 Onet.pl portal network, PL",1
1299,"TWELVE99 Arelion, fka Telia Carrier, SE",1
202984,"TEAM-HOST AS, RU",1
9032,"LIDER-RF-DC Moscow, Russia, RU",1
47227,"SERVOLOGY Charles Briscoe-Smith trading as Servology, GB",1
209824,"GS, DE",1
203500,"ABEILLE-AS, FR",1
212552,"BITCOMMAND, AM",1
44444,"FORCEPOINT-CLOUD-AS, GB",1
51920,"VIVACOM, HU",1
30823,"AUROLOGIC aurologic GmbH, DE",1
137373,"IDNIC-SUITEN-AS-ID PT. SUITEN INOVASI SUKSES, ID",1
7979,"SERVERS-COM - Servers.com, Inc., US",1
23808,"TOSHIMA-NET TOSHIMA CABLE NETWORK CO.,LTD, JP",1
33876,"FLESK-AS, PT",1
15694,"ATMAN-ISP-AS ATM S.A., PL",1
5404,"CONOVA-AS ASN conova communications GmbH, AT",1
6315,"XMISSION - XMission, L.C., US",1
13188,"TRIOLAN, UA",1
6799,"OTENET-GR Athens - Greece, GR",1
24989,"EQUINIX-CONNECT-GERMANY Equinix Germany, DE",1
42043,"BERTINATECHNOLOGYCOMPANY, IR",1
56630,"MELBICOM-EU-AS Melbikomas UAB, LT",1
8175,"HIGHSPEEDWEB - High Speed WebGenesis 2 Networks, US",1
60357,"MEGAGROUP-AS, RU",1
12897,"ENTEGAMEDIANET ENTEGA Medianet GmbH, DE",1
33695,"SCALEMATRIX - ScaleMatrix, US",1
212208,"GCS_RTB-AS, FR",1
40926,"SURFAIRWIRELESS-IL-01 - Surf Air Wireless, LLC, US",1
215481,"FLEXYNODE-AS, NL",1
14315,"1GSERVERS - 1GSERVERS, LLC, US",1
51852,"PLI-AS, PA",1
23496,"CAMBIAHEALTH - Cambia Health Solutions, Inc., US",1
53302,"BALTIMORECOUNTYGOVERNMENT - Baltimore County Government, US",1
39444,"OWENTIS-AS, FR",1
208483,"WERIDATA-LLC, US",1
51248,"HOST-TELECOM, CZ",1
47071,"CHR-SOLUTIONS - CHR SOLUTIONS INC, US",1
1312,"VA-TECH-AS - Virginia Polytechnic Institute and State Univ., US",1
51855,"NETCOMP, BG",1
213652,"SUNUCUN-CLOUD, TR",1
1221,"ASN-TELSTRA Telstra Limited, AU",1
39468,"BIGMIR-INTERNET-AS, UA",1
3301,"TELIANET-SWEDEN Telia Company, SE",1
201909,"INTELI-TECH-DEVELOPMENT-SRL, RO",1
209561,"DVGLOBALBV, NL",1
52423,"Data Miners S.A. Racknation.cr , CR",1
400596,"ELIXIOR-CLOUD - Technologies Elixior, CA",1
152992,"DATAONLINE-VN ONLINE DATA COMPANY LIMITED, VN",1
27323,"SERVERSTADIUM - Wowrack.com, US",1
34941,"CYBERCOM-AS, SE",1
198825,"VERYCLOUD-SAS, FR",1
203329,"ESHELTER, DE",1
8660,"MATRIX-AS, IT",1
28753,"LEASEWEB-DE-FRA-10, DE",1
12657,"BAYCIX Benzstr. 13, DE",1
12417,"DHH-AS, HR",1
50132,"WRG-AS, GB",1
27640,"GIGASNET-AS - GIGAS HOSTING USA, LLC, US",1
12859,"NL-BIT BIT BV, NL",1
26832,"RICAWEBSERVICES - Rica Web Services, CA",1
4847,"CNIX-AP China Networks Inter-Exchange, CN",1
14116,"INFB-AS - Internet Names For Business Inc., CA",1
201584,"SUPERPAY, TR",1
19850,"GIGAFIBR - GigaFibr Inc, CA",1
48685,"OK-AS, IS",1
12637,"SEEWEB Web hosting, colocation and cloud services, IT",1
42003,"OGERONET OGERO Telecom, LB",1
42093,"INTERRACKS-AS, NL",1
212461,"NEMTCOV, RU",1
6372,"DCANET - DCANet, US",1
16582,"NEXTLEVELINTERNET - NEXT LEVEL INTERNET, INC., US",1
44043,"CYBER_FOLKS-RO-DC_CLJ, RO",1
395954,"LEASEWEB-USA-LAX - Leaseweb USA, Inc., US",1
200962,"CITICOM , KZ",1
30455,"HOSTVENOM-LLC - HostVenom LLC, US",1
25697,"UPCLOUDUSA - UpCloud USA Inc, US",1
15022,"ADEPT-, ZA",1
12338,"EUSKALTEL, ES",1
14144,"ADMIN-ON-DEMAND-LLC - Admin on Demand, LLC, US",1
15490,"SHANEMCC, GB",1
34240,"MANITU, DE",1
9308,"CHINA-ABITCOOL AbitcoolChina Inc., CN",1
6621,"HNS-DIRECPC - Hughes Network Systems, LLC, US",1
205542,"DATAHAUS, DE",1
48271,"CITY-TELECOM-AS, KG",1
209243,"QUICKHOSTUK, GB",1
135377,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK",1
35908,"VPLSNET - Krypt Technologies, US",1
14102,"GTVR - Transvision Reseau Inc., CA",1
21430,"WIA-AS, CZ",1
6805,"TDDE-ASN1, DE",1
203576,"INTERNETBILISIM, TR",1
20804,"ASN-TELENERGO ul. PERKUNA 47, WARSZAWA, PL",1
3242,"ASN-ITNET, IT",1
55720,"GIGABIT-MY Gigabit Hosting Sdn Bhd, MY",1
3549,"LVLT-3549 - Level 3 Parent, LLC, US",1
5645,"TEKSAVVY - TekSavvy Solutions, Inc., CA",1
11579,"LANLINE - LANline Communications Inc, US",1
48894,"OPTIMUS-AS, SI",1
57910,"SCIP-AS Soluciones Corporativas IP SCIP, ES",1
35206,"NOVATREND-AS, CH",1
25091,"IP-MAX IP-Max SA, CH",1
34222,"ZONER-AS, CZ",1
62121,"OBOX-NETWORKS, DK",1
109,"CISCOSYSTEMS - CISCO SYSTEMS, INC., US",1
15691,"LEONET-AS-, IT",1
54643,"IDIGITAL - Idigital Internet Inc., CA",1
4678,"FINE Canon IT Solutions Inc., JP",1
14340,"SALESFORCE - Salesforce.com, Inc., US",1
395111,"KVCNET-2009 - KVCHOSTING.COM LLC, US",1
398146,"EMYPEOPLE - eMyPeople LLC, US",1
38732,"CMCTELECOM-VN CMC Telecom Infrastructure Company, VN",1
26367,"BRADLEY-UNIVERSITY - Bradley University, US",1
14536,"ASN-SOL - sol.net Network Services, US",1
51621,"INFOSELF, ES",1
4620,"SOLONE-AS-AP Sol One Anycast Delivery Network, SG",1
44803,"WEBDOCK-AS, DK",1
141120,"IDNIC-WARNAHOST-AS-ID PT Warna Data Multimedia, ID",1
63989,"DE-CORP DE-CORP, TH",1
41508,"PL-IWACOM-AS, PL",1
21056,"ASN-WELCOMEITALIA, IT",1
5602,"AS-IRIDEOS-KP, IT",1
398395,"LEVELONESERVERS - PureVoltage Hosting Inc., US",1
47217,"PLANETEL-SPA, IT",1
10066,"GAYANET-AS-KR LG HelloVision Corp., KR",1
10367,"FIBERCAST - Fibercast Corporation, US",1
264254,"AZAN SERVICOS DE INTERNET, BR",1
31252,"STARNET-AS, MD",1
32977,"CBSITE-CHI-WEB - CareerBuilder, LLC, US",1
9416,"MULTIMEDIA-AS-AP Hoshin Multimedia Center Inc., TW",1
3255,"UARNET-AS UARNet-Eksintech, UA",1
397071,"AWEB-LLC-ASN - AWEB LLC, US",1
17506,"UCOM ARTERIA Networks Corporation, JP",1
13706,"COMPLETEWEBNET - CompleteWeb.Net LLC, US",1
9930,"TTNET-MY TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Alam Selangor, Malaysia, MY",1
23720,"RMNI-AS-AP Rakuten Mobile Network, Inc., JP",1
1856,"DISN-PILOTNET2 - RTX BBN Technologies, Inc., US",1
20677,"IMOS-AS Alfons-Feifel-Str. 9, DE",1
42821,"RAPIDNET-DE Haunstetter Str. 19, DE",1
47223,"LUKMAN, PL",1
135161,"GMO-Z-COM-TH GMO-Z com NetDesign Holdings Co., Ltd., JP",1
211577,"ZERSNETLLC, US",1
13213,"UK2NET-AS, GB",1
8069,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",1
44901,"BELCLOUD Premium IP transit network, BG",1
60071,"RENDSZERNET-AS, HU",1
57230,"ARIAWEBCO-AS, IR",1
216063,"TWENTYFOURFIRE, DE",1
38195,"SUPERLOOP-AS-AP Superloop, AU",1
48115,"DGM-AS Sofia, Bulgaria, BG",1
211851,"WEB9-YAZILIM-BILISIM-HIZMETLERI, TR",1
59135,"IDNIC-SDK-AS-ID PT Suraloka Digital Kreatif, ID",1
4906,"FDS-01 - Frontline Communications, US",1
4764,"WIDEBAND-AS-AP Aussie Broadband, AU",1
42964,"SIGMANET-HU-AS, HU",1
200924,"SIS2, DE",1
8893,"ARTFILES-AS Artfiles New Media GmbH, DE",1
140388,"IDNIC-GARISWAKTU-AS-ID PT. Garis Waktu Kita, ID",1
212613,"GWN24, DE",1
40438,"CANHOST-INC - Canhost Inc., CA",1
199752,"GO-TREX Go-Trex Internet Solution Partner, NL",1
61323,"UKFAST, GB",1
46015,"EXABYTES-AS-AP Exa Bytes Network Sdn.Bhd., MY",1
7643,"VNPT-AS-VN Vietnam Posts and Telecommunications VNPT, VN",1
131536,"SHGWBNNET Shanghai Great Wall Broadband Network Service Co., Ltd., CN",1
51973,"KOLT-AS, RU",1
28009,"Davitel S.A., AR",1
7303,"Telecom Argentina S.A., AR",1
53356,"FREE RANGE CLOUD - Free Range Cloud Hosting Inc., CA",1
55803,"HOSTOPIA-AU Hostopia Australia Web Pty Ltd, AU",1
50241,"UNITTEL-AS, RU",1
135133,"PDPL-AS-AP PI DATA CENTERS PRIVATE LIMITED, IN",1
19337,"MOBIUSPARTNERS - Mobius Partners Internet, US",1
47242,"HOST-SPA, IT",1
216475,"NKTELECOM, US",1
13446,"AS-NETZERO - Netzero,INC., US",1
25472,"WIND-AS, GR",1
10753,"LUMEN-LEGACY-L3-CUSTOMER-SHARED-USE - Level 3 Parent, LLC, US",1
44273,"GODADDY-DNS, DE",1
25560,"RHTEC-AS www.rh-tec.de, DE",1
215341,"HOST-ON Host-On Service Provider GmbH, DE",1
16125,"CHERRYSERVERS1-AS, LT",1
15566,"INFOTECHNA Budapest, HU",1
2635,"AUTOMATTIC - Automattic, Inc, US",1
139989,"IDNIC-ATHAMEDIANET-AS-ID CV Atha Media Prima, ID",1
51964,"ORANGE-BUSINESS-SERVICES-IPSN-ASN, US",1
9794,"DNET-ID-AP PT. Core Mediatech D-NET, ID",1
212027,"PEBBLEHOST, GB",1
58779,"I4HKLIMITED-AS i4HK Limited, HK",1
138995,"ANTBOX1-AS-AP Antbox Networks Limited, HK",1
1101,"IP-EEND-AS IP-EEND BV, NL",1
2860,"NOS_COMUNICACOES, PT",1
24679,"SSERV-AS, DE",1
55615,"DUZONBIZON-AS-KR DOUZONEBIZON, KR",1
28229,"HARDONLINE LTDA, BR",1
140389,"IDNIC-DBIZ-AS-ID PT Dewa Bisnis Digital, ID",1
25255,"H3G-AUSTRIA-AS TELE2 AUSTRIA , AT",1
44923,"AIRNET, RU",1
29748,"QTS-ASH - Quality Technology Services, LLC, US",1
35592,"COOLHOUSING-AS Vinohradska 190, CZ",1
205544,"LEASEWEB-UK-LON-11, GB",1
208273,"SECUNET, SC",1
132056,"SCICUBE-AS RM B, 2F 88 KWAI CHEONG ROAD, HK",1
17264,"CERNER-COM - Cerner Corporation, US",1
42910,"PREMIERDC-VERI-MERKEZI-ANONIM-SIRKETI PREMIERDC, TR",1
23655,"TWODEGREES-NZ-AS 2degrees Networks Limited, NZ",1
58003,"PLANEETTA-AS, FI",1
4771,"SPARKNZ Spark New Zealand Trading Ltd., NZ",1
15657,"SPEEDBONE-AS, DE",1
9524,"HMC-AS Hyundai Autoever Corp., KR",1
149107,"TRUMVPS-VN TRUMVPS COMPANY LIMITED, VN",1
24085,"QTSC-AS-VN Quang Trung Software City Development Company, VN",1
11492,"CABLEONE - CABLE ONE, INC., US",1
48108,"VIRTUALDC, RU",1
24703,"UN-UKRAINE-AS Kiev, Ukraine, UA",1
328442,"UNITED-SA, CD",1
24768,"ALMOUROLTEC, PT",1
57169,"EDIS-AS-EU, AT",1
38424,"KCT-AS-KR KOREA CABLE TELECOM, KR",1
134835,"SNL-HK Starry Network Limited, HK",1
207279,"MARKAHOST-TELEKOMUNIKASYON-LIMITED-SIRKETI MARKAHOST, TR",1
43362,"MAJORDOMO, RU",1
53824,"LIQUIDWEB - Liquid Web, L.L.C, US",1
63199,"CDSC-AS1 - CDS Global Cloud Co., Ltd, US",1
13045,"HTP-AS, DE",1
61154,"INTEGRADESIGN, PL",1
140293,"CHINATELECOM-JIANGSU-CHANGZHOU-5G-NETWORK CHINATELECOM Jiangsu province Changzhou 5G network, CN",1
209711,"MUVHOST, TR",1
12167,"LIGHTWAVE-DALLAS - LightWave Networks, US",1
24282,"KIR KAGOYA JAPAN Inc., JP",1
28812,"JSCBIS-AS, RU",1
35041,"NET-BINERO-STHLM1, SE",1
200296,"HOSTANDSERVERPROVIDER, IR",1
9790,"TWO-DEGREES-AS-AP Two Degrees Networks Limited, NZ",1
36493,"295CA-TOR-ASN - FIBERNETICS CORPORATION, CA",1
11052,"IHC-NET - Intermountain Health Care, Inc., US",1
4808,"CHINA169-BJ China Unicom Beijing Province Network, CN",1
50673,"SERVERIUS-AS, NL",1
34689,"HOSTEROID, RO",1
212192,"INTELI-TECH-DEVELOPMENT-SRL, RO",1
206264,"AMARUTU-TECHNOLOGY, SC",1
38532,"EXABYTES-AS-AP Exabytes Network Singapore Pte. Ltd., SG",1
35382,"GLESYS-FI-2, SE",1
393960,"HOST4GEEKS-LLC - Host4Geeks LLC, US",1
135360,"ARGONDATANETWORK-AS-AP Argon Data Network, ID",1
24532,"INET-AS-ID PT. Inet Global Indo, ID",1
18229,"CTRLS-AS-IN CtrlS, IN",1
61493,"InterBS S.R.L. BAEHOST, AR",1
398019,"DYNU - Dynu Systems Incorporated, US",1
7385,"ABUL-14-7385 - Allstream Business US, LLC, US",1
200534,"MSERWIS-AS, PL",1
4788,"TTSSB-MY TM TECHNOLOGY SERVICES SDN. BHD., MY",1
34324,"NETLINK-AS ul. Korabnicka 9, 32-050 Skawina, Poland, PL",1
210579,"RACKHOST-AS, HU",1
8492,"OBIT-AS OBIT Ltd., RU",1
3352,"TELEFONICA_DE_ESPANA, ES",1
210767,"LINKHOST, GB",1
1897,"EUNET, PT",1
29691,"NINE, CH",1
30943,"BIGWEB-AS BIGWEB Network, RU",1
39122,"BLACKNIGHT-AS, IE",1
30900,"WEBWORLD-AS ta Web World Ireland, IE",1
47768,"INTISTELECOM-AS, GB",1
216244,"DATATR Data TR Bilisim Teknoloji Hizmetleri, TR",1
12714,"MEGAFON-AS Moscow, Russia, RU",1
41075,"ATW-AS, HU",1
26554,"US-SIGNAL - US Signal Company, L.L.C., US",1
60131,"HIGH5-, NL",1
11696,"NBS11696 - Fusion, LLC, US",1
41733,"ZTELECOM-AS, RU",1
53107,"EVEO S.A., BR",1
50941,"VARGONEN, TR",1
18106,"VIEWQWEST-SG-AP Viewqwest Pte Ltd, SG",1
149068,"INETSOFT-AS-VN iNET software one member company limited, VN",1
61173,"GWSN-AS, IR",1
29205,"VERCOM, PL",1
213438,"COLOCATEL-INC Colocatel Network - High Bandwidth Dedicated Servers, SC",1
40738,"IVENUE - Ivenue.com Inc., US",1
27898,"Redynet SRL, AR",1
34267,"DEBRYANSK-AS-1 PJSC Rostelecom. Bryansk branch, RU",1
8304,"ECRITEL-FRANCE ISP and web hosting., FR",1
35473,"MTSNET-URAL-AS, RU",1
395344,"IVANTI-BD - Ivanti, Inc., US",1
26134,"BROAD-RUN-BORDER-AS - VeriSign Infrastructure & Operations, US",1
57795,"NGNETWORKS NG-BLU Networks ASN, NL",1
21777,"MASSIVE-NETWORKS - Massive Networks, US",1
61046,"HZ-UK-AS, BG",1
1759,"TSF-IP-CORE Telia Finland Oyj, FI",1
54380,"THOUGHTWAVE - ThoughtWave Technologies, Inc., US",1
25148,"BASEFARM-ASN Oslo - Norway, NO",1
201928,"ASNETIYI, TR",1
35387,"SYNERGY-AS, RU",1
149359,"IDNIC-PDM-AS-ID PT Persada Data Multimedia, ID",1
393653,"WIZ1 - Wizard Tower Techno Services, CA",1
62468,"HKCLOUDX - VpsQuan L.L.C., US",1
13428,"SURFAIRWIRELESS-IN-02 - Surf Air Wireless, LLC, US",1
202619,"DOVECOM, RU",1
22768,"SYNERGYBROADBAND-MI-02 - SYNERGY BROADBAND, US",1
49683,"MASSIVEGRID, GB",1
203380,"DAINTERNATIONALGROUP, BG",1
12660,"SHARIF-EDU-NET, IR",1
205727,"ARUBAPL-AS, IT",1
200740,"FIRST-SERVER-EU-AS FIRST-SERVER-US, GB",1
209853,"VERIDYEN Veridyen Bilisim Teknolojileri Sanayi ve Ticaret Limited Sirketi, TR",1
25532,"MASTERHOST-AS Moscow, Russia, RU",1
4680,"MIND Mitsubishi Electric Information Network Corporation, JP",1
54113,"FASTLY - Fastly, Inc., US",1
33322,"NDCHOST - Network Data Center Host, Inc., US",1
31204,"SUNCOMMUNICATIONS-AS JV Sun Communications Autonomous System, MD",1
206402,"ORION, CH",1
30021,"SNWL-COLO-SJL - SonicWALL, Inc., US",1
147124,"IDNIC-HOSTINGAN-AS-ID PT Hostingan Awan Indonesia, ID",1
40824,"WZ-US-40824 - Webzilla Inc., US",1
15164,"UPNLLC - Unite Private Networks LLC., US",1
45117,"INPL-IN-AP Ishans Network, IN",1
26383,"ASNET - Baxet Group Inc., US",1
136907,"HWCLOUDS-AS-AP HUAWEI CLOUDS, HK",1
16138,"INTERIA, PL",1
57497,"FARASOSAMANEHPASARGAD, IR",1
54913,"CLOUDWEBMANAGE-CANADA - Kamatera, Inc., US",1
38482,"BIZNET2-AS-ID Biznet ISP, ID",1
60187,"LGFL-AS, GB",1
43513,"NANO-AS, LV",1
29682,"LBANK-DE-KA-AS, DE",1
40034,"CONFLUENCE-NETWORK-INC - Confluence Networks Inc, VG",1
62048,"ACAI, IR",1
7552,"VIETEL-AS-AP Viettel Group, VN",1
44927,"TELECOM-MPK, RU",1
20248,"TAKE2 - Take 2 Hosting, Inc., US",1
396190,"LEASEWEB-USA-SEA - Leaseweb USA, Inc., US",1
61112,"AkileCloud Network, GB",1
6389,"BELLSOUTH-NET-BLK - AT&T Enterprises, LLC, US",1
53316,"ASN-CHEETA-MAIL - CHEETAHMAIL, US",1
49824,"ACTPA-AS Astra LLC, UA",1
58051,"ZUME, GB",1
23824,"FUTURE Future Spirits Co.,Ltd., JP",1
40475,"APPLIEDOPS - Applied Operations, LLC, US",1
202412,"OMEGATECH-AS, SC",1
4792,"NATECOMMS-AS-KR NATE Communications Corporation, KR",1
20647,"IPB IPB Internet Provider in Berlin GmbH, DE",1
397373,"H4Y-TECHNOLOGIES - H4Y Technologies LLC, US",1
15800,"COORDINATOR-AS East-Ukrainian NIC, UA",1
64161,"GRUPO ZGH SPA, CL",1
13414,"TWITTER - Twitter Inc., US",1
44259,"ULTAHOST-AP-AS, US",1
214481,"WCZAPKOWICZ-AS as214481as-wczapkowicz Chunkserve Backbone Transit, PL",1
273612,"FABWEB SERVICOS DE INTERNET LTDA, BR",1
2711,"SPIRITTEL-AS - Spirit Communications, US",1
12989,"BLACKHOST AS12989.NET, CA",1
1955,"HBONE-AS KIFU, HU",1
10796,"TWC-10796-MIDWEST - Charter Communications Inc, US",1
210294,"UKRDOMEN, UA",1
22351,"INTELSAT-1 - INTELSAT GLOBAL SERVICE CORPORATION, US",1
10835,"VISIONARY - Visionary Communications LLC, US",1
15830,"EQUINIX, NL",1
11115,"ONLINE-TECH-LLC - Otava, LLC, US",1
48371,"WESTLAN-AS, RU",1
7258,"CATALOG-AS7258 - Webhero, Inc., US",1
208777,"RU-LANCLOUD-AS01, RU",1
14589,"DIGITALWEST-AS - Wave Broadband, US",1
29686,"PROBENETWORKS-AS, DE",1
17561,"LCS-AS-AP LARUS Limited, HK",1
9115,"INFB-AS9115, CA",1
2280,"OCBHONEY OCB public cloud network, FR",1
37492,"ORANGE-, TN",1
139016,"EXONHOST-AS-AP EXONHOST, BD",1
28573,"Claro NXT Telecomunicacoes Ltda, BR",1
24806,"INTERNET-CZ Ktis 2, 384 03 Ktis, CZ",1
48678,"TR-PENTECH-AS, TR",1
211567,"BITWISE, TR",1
46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",1
